term	valence	score	score-socal	POS
concoction	negative	-0.4	-2	noun
abrasion	negative	-0.4	-2	noun
irritant	negative	-0.4	-2	noun
gawker	negative	-0.4	-2	noun
disorganization	negative	-0.4	-2	noun
pretention	negative	-0.4	-2	noun
vagrant	negative	-0.4	-2	noun
stink	negative	-0.4	-2	noun
vulgarity	negative	-0.4	-2	noun
imposter	negative	-0.4	-2	noun
indignity	negative	-0.4	-2	noun
misogyny	negative	-0.4	-2	noun
porn	negative	-0.4	-2	noun
conspiracy	negative	-0.4	-2	noun
laziness	negative	-0.4	-2	noun
rudeness	negative	-0.4	-2	noun
transgression	negative	-0.4	-2	noun
spinster	negative	-0.4	-2	noun
rot	negative	-0.4	-2	noun
repression	negative	-0.4	-2	noun
onslaught	negative	-0.4	-2	noun
incompatible	negative	-0.4	-2	noun
inefficiency	negative	-0.4	-2	noun
insignificance	negative	-0.4	-2	noun
inability	negative	-0.4	-2	noun
glut	negative	-0.4	-2	noun
detraction	negative	-0.4	-2	noun
delinquency	negative	-0.4	-2	noun
contamination	negative	-0.4	-2	noun
battering	negative	-0.4	-2	noun
ambush	negative	-0.4	-2	noun
abandonment	negative	-0.4	-2	noun
weakness	negative	-0.4	-2	noun
virulence	negative	-0.4	-2	noun
unreliability	negative	-0.4	-2	noun
ugliness	negative	-0.4	-2	noun
trickery	negative	-0.4	-2	noun
shamefulness	negative	-0.4	-2	noun
reproach	negative	-0.4	-2	noun
rancor	negative	-0.4	-2	noun
pittance	negative	-0.4	-2	noun
perversity	negative	-0.4	-2	noun
paucity	negative	-0.4	-2	noun
oppressiveness	negative	-0.4	-2	noun
offensiveness	negative	-0.4	-2	noun
miscreant	negative	-0.4	-2	noun
meanness	negative	-0.4	-2	noun
maltreatment	negative	-0.4	-2	noun
loneliness	negative	-0.4	-2	noun
licentiousness	negative	-0.4	-2	noun
lewdness	negative	-0.4	-2	noun
irrationality	negative	-0.4	-2	noun
ire	negative	-0.4	-2	noun
invidiousness	negative	-0.4	-2	noun
iniquity	negative	-0.4	-2	noun
insincerity	negative	-0.4	-2	noun
inhospitality	negative	-0.4	-2	noun
ingratitude	negative	-0.4	-2	noun
ingrate	negative	-0.4	-2	noun
inequities	negative	-0.4	-2	noun
indecency	negative	-0.4	-2	noun
inaptitude	negative	-0.4	-2	noun
impiety	negative	-0.4	-2	noun
hubris	negative	-0.4	-2	noun
harassment	negative	-0.4	-2	noun
fanaticism	negative	-0.4	-2	noun
failing	negative	-0.4	-2	noun
embarrassment	negative	-0.4	-2	noun
downer	negative	-0.4	-2	noun
doldrums	negative	-0.4	-2	noun
distaste	negative	-0.4	-2	noun
disservice	negative	-0.4	-2	noun
disrepute	negative	-0.4	-2	noun
dishonesty	negative	-0.4	-2	noun
deviousness	negative	-0.4	-2	noun
destroyer	negative	-0.4	-2	noun
despot	negative	-0.4	-2	noun
dejection	negative	-0.4	-2	noun
degradation	negative	-0.4	-2	noun
degeneration	negative	-0.4	-2	noun
defamation	negative	-0.4	-2	noun
deception	negative	-0.4	-2	noun
deceiver	negative	-0.4	-2	noun
carnage	negative	-0.4	-2	noun
divisiveness	negative	-0.4	-2	noun
brat	negative	-0.4	-2	noun
bleakness	negative	-0.4	-2	noun
aspersion	negative	-0.4	-2	noun
acrimony	negative	-0.4	-2	noun
acridness	negative	-0.4	-2	noun
absurdness	negative	-0.4	-2	noun
absurdity	negative	-0.4	-2	noun
aberration	negative	-0.4	-2	noun
weakness	negative	-0.4	-2	noun
mold	negative	-0.4	-2	noun
clich� 	negative	-0.4	-2	noun
bore	negative	-0.6	-3	noun
aggression	negative	-0.6	-3	noun
aggravation	negative	-0.6	-3	noun
amateur	negative	-0.6	-3	noun
anarchy	negative	-0.6	-3	noun
animosity	negative	-0.6	-3	noun
arrogance	negative	-0.6	-3	noun
asshole	negative	-0.6	-3	noun
awfulness	negative	-0.6	-3	noun
b-movie	negative	-0.6	-3	noun
backwardness	negative	-0.6	-3	noun
bafflement	negative	-0.6	-3	noun
banality	negative	-0.6	-3	noun
bastard	negative	-0.6	-3	noun
bewilderment	negative	-0.6	-3	noun
blackmail	negative	-0.6	-3	noun
boredom	negative	-0.6	-3	noun
brutality	negative	-0.6	-3	noun
burden	negative	-0.6	-3	noun
butchery	negative	-0.6	-3	noun
cancer	negative	-0.6	-3	noun
chore	negative	-0.6	-3	noun
condemnation	negative	-0.6	-3	noun
consternation	negative	-0.6	-3	noun
contempt	negative	-0.6	-3	noun
contrivance	negative	-0.6	-3	noun
corrosion	negative	-0.6	-3	noun
corruption	negative	-0.6	-3	noun
coward	negative	-0.6	-3	noun
curse	negative	-0.6	-3	noun
cynicism	negative	-0.6	-3	noun
derision	negative	-0.6	-3	noun
desolation	negative	-0.6	-3	noun
despair	negative	-0.6	-3	noun
disappointment	negative	-0.6	-3	noun
disdain	negative	-0.6	-3	noun
disgust	negative	-0.6	-3	noun
dismay	negative	-0.6	-3	noun
downfall	negative	-0.6	-3	noun
epidemic	negative	-0.6	-3	noun
exasperation	negative	-0.6	-3	noun
exploitation	negative	-0.6	-3	noun
extermination	negative	-0.6	-3	noun
fabrication	negative	-0.6	-3	noun
failure	negative	-0.6	-3	noun
fiend	negative	-0.6	-3	noun
filth	negative	-0.6	-3	noun
flaw	negative	-0.6	-3	noun
fraud	negative	-0.6	-3	noun
gall	negative	-0.6	-3	noun
grievance	negative	-0.6	-3	noun
grime	negative	-0.6	-3	noun
guilt	negative	-0.6	-3	noun
hack	negative	-0.6	-3	noun
havoc	negative	-0.6	-3	noun
hell	negative	-0.6	-3	noun
hooey	negative	-0.6	-3	noun
hypocrisy	negative	-0.6	-3	noun
hypocrite	negative	-0.6	-3	noun
hysteric	negative	-0.6	-3	noun
idiot	negative	-0.6	-3	noun
ignorance	negative	-0.6	-3	noun
immorality	negative	-0.6	-3	noun
inadequacy	negative	-0.6	-3	noun
incompetence	negative	-0.6	-3	noun
indignation	negative	-0.6	-3	noun
infection	negative	-0.6	-3	noun
intolerance	negative	-0.6	-3	noun
junk	negative	-0.6	-3	noun
knell	negative	-0.6	-3	noun
killer	negative	-0.6	-3	noun
letdown	negative	-0.6	-3	noun
liability	negative	-0.6	-3	noun
maggot	negative	-0.6	-3	noun
melodrama	negative	-0.6	-3	noun
mockery	negative	-0.6	-3	noun
modicum	negative	-0.6	-3	noun
monotony	negative	-0.6	-3	noun
mundane	negative	-0.6	-3	noun
nightmare	negative	-0.6	-3	noun
nonsense	negative	-0.6	-3	noun
obstacle	negative	-0.6	-3	noun
ordeal	negative	-0.6	-3	noun
outrage	negative	-0.6	-3	noun
pandemonium	negative	-0.6	-3	noun
parasite	negative	-0.6	-3	noun
pornography	negative	-0.6	-3	noun
propaganda	negative	-0.6	-3	noun
quagmire	negative	-0.6	-3	noun
rebellion	negative	-0.6	-3	noun
refusal	negative	-0.6	-3	noun
regret	negative	-0.6	-3	noun
rejection	negative	-0.6	-3	noun
ridicule	negative	-0.6	-3	noun
rubbish	negative	-0.6	-3	noun
ruin	negative	-0.6	-3	noun
scandal	negative	-0.6	-3	noun
scorn	negative	-0.6	-3	noun
screech	negative	-0.6	-3	noun
scum	negative	-0.6	-3	noun
selfishness	negative	-0.6	-3	noun
severity	negative	-0.6	-3	noun
sham	negative	-0.6	-3	noun
schlock	negative	-0.6	-3	noun
slaughter	negative	-0.6	-3	noun
slime	negative	-0.6	-3	noun
spawn	negative	-0.6	-3	noun
spite	negative	-0.6	-3	noun
starvation	negative	-0.6	-3	noun
stigma	negative	-0.6	-3	noun
stinker	negative	-0.6	-3	noun
stupidity	negative	-0.6	-3	noun
stupor	negative	-0.6	-3	noun
subjugation	negative	-0.6	-3	noun
sucker	negative	-0.6	-3	noun
suck	negative	-0.6	-3	noun
superficiality	negative	-0.6	-3	noun
tantrum	negative	-0.6	-3	noun
torment	negative	-0.6	-3	noun
tragedy	negative	-0.6	-3	noun
traitor	negative	-0.6	-3	noun
trash	negative	-0.6	-3	noun
tyranny	negative	-0.6	-3	noun
venom	negative	-0.6	-3	noun
wannabe	negative	-0.6	-3	noun
wrath	negative	-0.6	-3	noun
wreck	negative	-0.6	-3	noun
psycho	negative	-0.6	-3	noun
scoundrel	negative	-0.6	-3	noun
demon	negative	-0.6	-3	noun
woe	negative	-0.6	-3	noun
rip-off	negative	-0.6	-3	noun
apocalypse	negative	-0.6	-3	noun
desperation	negative	-0.6	-3	noun
closemindedness	negative	-0.6	-3	noun
depravity	negative	-0.6	-3	noun
diatribe	negative	-0.6	-3	noun
no_point	negative	-0.6	-3	noun
scam	negative	-0.6	-3	noun
perversion	negative	-0.6	-3	noun
shit	negative	-0.6	-3	noun
moron	negative	-0.6	-3	noun
evil	negative	-0.6	-3	noun
virus	negative	-0.6	-3	noun
suckiness	negative	-0.6	-3	noun
wimp	negative	-0.6	-3	noun
rape	negative	-0.6	-3	noun
obscenity	negative	-0.6	-3	noun
devestation	negative	-0.6	-3	noun
misogynist	negative	-0.6	-3	noun
bullshit	negative	-0.6	-3	noun
stench	negative	-0.6	-3	noun
tirade	negative	-0.6	-3	noun
pussy	negative	-0.6	-3	noun
dementia	negative	-0.6	-3	noun
psychosis	negative	-0.6	-3	noun
greed	negative	-0.6	-3	noun
weirdo	negative	-0.6	-3	noun
hegemony	negative	-0.6	-3	noun
dictator	negative	-0.6	-3	noun
deterioration	negative	-0.6	-3	noun
crisis	negative	-0.6	-3	noun
zealot	negative	-0.6	-3	noun
vindictiveness	negative	-0.6	-3	noun
villian	negative	-0.6	-3	noun
viciousness	negative	-0.6	-3	noun
usurper	negative	-0.6	-3	noun
tyrant	negative	-0.6	-3	noun
shamelessness	negative	-0.6	-3	noun
scourge	negative	-0.6	-3	noun
savagery	negative	-0.6	-3	noun
repulsiveness	negative	-0.6	-3	noun
repugnance	negative	-0.6	-3	noun
reprehension	negative	-0.6	-3	noun
outrageousness	negative	-0.6	-3	noun
nastiness	negative	-0.6	-3	noun
molestation	negative	-0.6	-3	noun
maniac	negative	-0.6	-3	noun
lunatic	negative	-0.6	-3	noun
maliciousness	negative	-0.6	-3	noun
malevolence	negative	-0.6	-3	noun
leech	negative	-0.6	-3	noun
lechery	negative	-0.6	-3	noun
laughingstock	negative	-0.6	-3	noun
injustice	negative	-0.6	-3	noun
insanity	negative	-0.6	-3	noun
inhumanity	negative	-0.6	-3	noun
infidel	negative	-0.6	-3	noun
infamy	negative	-0.6	-3	noun
indoctrination	negative	-0.6	-3	noun
incoherence	negative	-0.6	-3	noun
impudence	negative	-0.6	-3	noun
humiliation	negative	-0.6	-3	noun
hopelessness	negative	-0.6	-3	noun
heretic	negative	-0.6	-3	noun
hatefulness	negative	-0.6	-3	noun
harpy	negative	-0.6	-3	noun
extortion	negative	-0.6	-3	noun
egomania	negative	-0.6	-3	noun
downfallen	negative	-0.6	-3	noun
dismalness	negative	-0.6	-3	noun
disarray	negative	-0.6	-3	noun
direness	negative	-0.6	-3	noun
despondency	negative	-0.6	-3	noun
denunciation	negative	-0.6	-3	noun
dehumanization	negative	-0.6	-3	noun
debauchery	negative	-0.6	-3	noun
chagrin	negative	-0.6	-3	noun
belligerence	negative	-0.6	-3	noun
barbarity	negative	-0.6	-3	noun
bane	negative	-0.6	-3	noun
affront	negative	-0.6	-3	noun
anguish	negative	-0.8	-4	noun
annihilation	negative	-0.8	-4	noun
betrayal	negative	-0.8	-4	noun
cataclysm	negative	-0.8	-4	noun
crap	negative	-0.8	-4	noun
disaster	negative	-0.8	-4	noun
disgrace	negative	-0.8	-4	noun
hate	negative	-0.8	-4	noun
hatred	negative	-0.8	-4	noun
treachery	negative	-0.8	-4	noun
treason	negative	-0.8	-4	noun
wretchedness	negative	-0.8	-4	noun
calamity	negative	-0.8	-4	noun
crappiness	negative	-0.8	-4	noun
dreck	negative	-0.8	-4	noun
misery	negative	-0.8	-4	noun
rape	negative	-0.8	-4	noun
revlusion	negative	-0.8	-4	noun
ruthlessness	negative	-0.8	-4	noun
terror	negative	-0.8	-4	noun
terrorism	negative	-0.8	-4	noun
cannibal	negative	-0.8	-4	noun
loathing	negative	-0.8	-4	noun
no_way	negative	-0.8	-4	noun
agony	negative	-0.8	-4	noun
fuck	negative	-0.8	-4	noun
dread	negative	-0.8	-4	noun
atrocity	negative	-0.8	-4	noun
travesty	negative	-0.8	-4	noun
devastation	negative	-0.8	-4	noun
vileness	negative	-0.8	-4	noun
terribleness	negative	-0.8	-4	noun
revulsion	negative	-0.8	-4	noun
pariah	negative	-0.8	-4	noun
hideousness	negative	-0.8	-4	noun
dreadfulness	negative	-0.8	-4	noun
destitution	negative	-0.8	-4	noun
debacle	negative	-0.8	-4	noun
abhorrence	negative	-0.8	-4	noun
abomination	negative	-1	-5	noun
catastrophe	negative	-1	-5	noun
fascist	negative	-1	-5	noun
fiasco	negative	-1	-5	noun
monstrosity	negative	-1	-5	noun
culminate	positive	0.8	4	verb
exalt	positive	0.8	4	verb
relish	positive	0.8	4	verb
revere	positive	0.8	4	verb
rock	positive	0.8	4	verb
adore	positive	0.8	4	verb
enthrall	positive	0.8	4	verb
[#can#]_not_(put)_#NP?#_down	positive	0.8	4	verb
(#have#)_it_all	positive	0.8	4	verb
exult	positive	0.8	4	verb
awe	positive	0.8	4	verb
fascinate	positive	0.8	4	verb
enthrall	positive	0.8	4	verb
enthral	positive	0.8	4	verb
elate	positive	0.8	4	verb
extol	positive	0.6	3	verb
sanctify	positive	0.6	3	verb
transcend	positive	0.6	3	verb
achieve	positive	0.6	3	verb
admire	positive	0.6	3	verb
amaze	positive	0.6	3	verb
cherish	positive	0.6	3	verb
commend	positive	0.6	3	verb
delight	positive	0.6	3	verb
devote	positive	0.6	3	verb
enchant	positive	0.6	3	verb
endear	positive	0.6	3	verb
energize	positive	0.6	3	verb
enjoy	positive	0.6	3	verb
entertain	positive	0.6	3	verb
excel	positive	0.6	3	verb
impress	positive	0.6	3	verb
innovate	positive	0.6	3	verb
keen	positive	0.6	3	verb
love	positive	0.6	3	verb
mesmerize	positive	0.6	3	verb
praise	positive	0.6	3	verb
prize	positive	0.6	3	verb
rave	positive	0.6	3	verb
rejoice	positive	0.6	3	verb
resound	positive	0.6	3	verb
respect	positive	0.6	3	verb
restore	positive	0.6	3	verb
revitalize	positive	0.6	3	verb
savor	positive	0.6	3	verb
succeed	positive	0.6	3	verb
surmount	positive	0.6	3	verb
surpass	positive	0.6	3	verb
thrive	positive	0.6	3	verb
triumph	positive	0.6	3	verb
marvel	positive	0.6	3	verb
uplift	positive	0.6	3	verb
(#bring#)_#NP?#_to_life	positive	0.6	3	verb
(suck)_#PER?#_in	positive	0.6	3	verb
(#think#)_[INT]?_highly_of	positive	0.6	3	verb
(#blow#)_$NP?#_away	positive	0.6	3	verb
(turn)_[INT]_heads	positive	0.6	3	verb
capitivate	positive	0.6	3	verb
wow	positive	0.6	3	verb
thrill	positive	0.6	3	verb
won	positive	0.6	3	verb
vindicate	positive	0.6	3	verb
gladden	positive	0.6	3	verb
beautify	positive	0.6	3	verb
treasure	positive	0.6	3	verb
spellbind	positive	0.6	3	verb
spellbound	positive	0.6	3	verb
exhilarate	positive	0.6	3	verb
dazzle	positive	0.6	3	verb
gush	positive	0.6	3	verb
aid	positive	0.4	2	verb
amuse	positive	0.4	2	verb
applaud	positive	0.4	2	verb
appreciate	positive	0.4	2	verb
attract	positive	0.4	2	verb
bestow	positive	0.4	2	verb
boast	positive	0.4	2	verb
boost	positive	0.4	2	verb
care	positive	0.4	2	verb
caress	positive	0.4	2	verb
celebrate	positive	0.4	2	verb
charm	positive	0.4	2	verb
coordinate	positive	0.4	2	verb
collaborate	positive	0.4	2	verb
commemorate	positive	0.4	2	verb
compliment	positive	0.4	2	verb
congratulate	positive	0.4	2	verb
conquer	positive	0.4	2	verb
contribute	positive	0.4	2	verb
cooperate	positive	0.4	2	verb
create	positive	0.4	2	verb
credit	positive	0.4	2	verb
cultivate	positive	0.4	2	verb
dedicate	positive	0.4	2	verb
deserve	positive	0.4	2	verb
embrace	positive	0.4	2	verb
encourage	positive	0.4	2	verb
endorse	positive	0.4	2	verb
engage	positive	0.4	2	verb
enhance	positive	0.4	2	verb
enrich	positive	0.4	2	verb
evoke	positive	0.4	2	verb
facilitate	positive	0.4	2	verb
favor	positive	0.4	2	verb
fit	positive	0.4	2	verb
fulfill	positive	0.4	2	verb
gain	positive	0.4	2	verb
gladden	positive	0.4	2	verb
harmonize	positive	0.4	2	verb
heal	positive	0.4	2	verb
highlight	positive	0.4	2	verb
honor	positive	0.4	2	verb
illuminate	positive	0.4	2	verb
immerse	positive	0.4	2	verb
inspire	positive	0.4	2	verb
interest	positive	0.4	2	verb
intrigue	positive	0.4	2	verb
laugh	positive	0.4	2	verb
mesh	positive	0.4	2	verb
motivate	positive	0.4	2	verb
nurture	positive	0.4	2	verb
overcome	positive	0.4	2	verb
overcame	positive	0.4	2	verb
please	positive	0.4	2	verb
progress	positive	0.4	2	verb
prosper	positive	0.4	2	verb
purify	positive	0.4	2	verb
radiate	positive	0.4	2	verb
rally	positive	0.4	2	verb
reap	positive	0.4	2	verb
reconcile	positive	0.4	2	verb
redemption	positive	0.4	2	verb
refine	positive	0.4	2	verb
regal	positive	0.4	2	verb
renewal	positive	0.4	2	verb
repair	positive	0.4	2	verb
resolve	positive	0.4	2	verb
reunite	positive	0.4	2	verb
revel	positive	0.4	2	verb
reward	positive	0.4	2	verb
rival	positive	0.4	2	verb
sparkle	positive	0.4	2	verb
substantiate	positive	0.4	2	verb
sweeten	positive	0.4	2	verb
swoon	positive	0.4	2	verb
sympathize	positive	0.4	2	verb
trust	positive	0.4	2	verb
uplift	positive	0.4	2	verb
venerate	positive	0.4	2	verb
win	positive	0.4	2	verb
worth	positive	0.4	2	verb
esteem	positive	0.4	2	verb
invigorate	positive	0.4	2	verb
liberate	positive	0.4	2	verb
recommend	positive	0.4	2	verb
master	positive	0.4	2	verb
(branch)_out	positive	0.4	2	verb
(#hold#)_[PRP$]_attention	positive	0.4	2	verb
(#grow#)_on_$PRP	positive	0.4	2	verb
(touched)_by	positive	0.4	2	verb
(#be#)_able_to	positive	0.4	2	verb
(caught)_up_in	positive	0.4	2	verb
(#come#)_together	positive	0.4	2	verb
[all|everything]_that_it_was_(cracked)_up_to_be	positive	0.4	2	verb
(beef)_up	positive	0.4	2	verb
(bowl)_#PER?#_over	positive	0.4	2	verb
(brighten)_#NP?#_up	positive	0.4	2	verb
(deck)_out	positive	0.4	2	verb
(#get#)_ahead	positive	0.4	2	verb
(hit)_it_off	positive	0.4	2	verb
(jazz)_#NP?#_up	positive	0.4	2	verb
(pull)_#NP?#_off	positive	0.4	2	verb
(set)_#NP?#_apart	positive	0.4	2	verb
enoble	positive	0.4	2	verb
improve	positive	0.4	2	verb
outperform	positive	0.4	2	verb
(luck)_out	positive	0.4	2	verb
outshine	positive	0.4	2	verb
pioneer	positive	0.4	2	verb
merit	positive	0.4	2	verb
bolster	positive	0.4	2	verb
extol	positive	0.4	2	verb
extoll	positive	0.4	2	verb
thank	positive	0.4	2	verb
refresh	positive	0.4	2	verb
profit	positive	0.4	2	verb
enliven	positive	0.4	2	verb
emancipate	positive	0.4	2	verb
approve	positive	0.4	2	verb
ameliorate	positive	0.4	2	verb
absolve	positive	0.2	1	verb
accept	positive	0.2	1	verb
affirm	positive	0.2	1	verb
alleviate	positive	0.2	1	verb
ameliorate	positive	0.2	1	verb
anticipate	positive	0.2	1	verb
appease	positive	0.2	1	verb
aspire	positive	0.2	1	verb
assist	positive	0.2	1	verb
befit	positive	0.2	1	verb
befriend	positive	0.2	1	verb
capture	positive	0.2	1	verb
cleanse	positive	0.2	1	verb
comfort	positive	0.2	1	verb
commune	positive	0.2	1	verb
communicate	positive	0.2	1	verb
compensate	positive	0.2	1	verb
compromise	positive	0.2	1	verb
condone	positive	0.2	1	verb
convince	positive	0.2	1	verb
counsel	positive	0.2	1	verb
crusade	positive	0.2	1	verb
dignify	positive	0.2	1	verb
donate	positive	0.2	1	verb
economize	positive	0.2	1	verb
elaborate	positive	0.2	1	verb
embellish	positive	0.2	1	verb
empower	positive	0.2	1	verb
enable	positive	0.2	1	verb
endow	positive	0.2	1	verb
enlighten	positive	0.2	1	verb
entrust	positive	0.2	1	verb
envision	positive	0.2	1	verb
establish	positive	0.2	1	verb
evolve	positive	0.2	1	verb
excite	positive	0.2	1	verb
experience	positive	0.2	1	verb
familiarize	positive	0.2	1	verb
flatter	positive	0.2	1	verb
forgive	positive	0.2	1	verb
fortify	positive	0.2	1	verb
foster	positive	0.2	1	verb
frolic	positive	0.2	1	verb
garnish	positive	0.2	1	verb
generate	positive	0.2	1	verb
gleam	positive	0.2	1	verb
glitter	positive	0.2	1	verb
glow	positive	0.2	1	verb
gratify	positive	0.2	1	verb
guide	positive	0.2	1	verb
harness	positive	0.2	1	verb
inform	positive	0.2	1	verb
inherit	positive	0.2	1	verb
jest	positive	0.2	1	verb
last	positive	0.2	1	verb
like	positive	0.2	1	verb
mediate	positive	0.2	1	verb
nominate	positive	0.2	1	verb
nourish	positive	0.2	1	verb
obey	positive	0.2	1	verb
offer	positive	0.2	1	verb
outwit	positive	0.2	1	verb
persevere	positive	0.2	1	verb
prevail	positive	0.2	1	verb
procrastinate	positive	0.2	1	verb
protect	positive	0.2	1	verb
purr	positive	0.2	1	verb
reactivate	positive	0.2	1	verb
reassure	positive	0.2	1	verb
reclaim	positive	0.2	1	verb
recline	positive	0.2	1	verb
reinstate	positive	0.2	1	verb
relax	positive	0.2	1	verb
relieve	positive	0.2	1	verb
remodel	positive	0.2	1	verb
renovate	positive	0.2	1	verb
repent	positive	0.2	1	verb
repose	positive	0.2	1	verb
rescue	positive	0.2	1	verb
revive	positive	0.2	1	verb
ripen	positive	0.2	1	verb
salute	positive	0.2	1	verb
satisfy	positive	0.2	1	verb
secure	positive	0.2	1	verb
share	positive	0.2	1	verb
signify	positive	0.2	1	verb
simplify	positive	0.2	1	verb
smile	positive	0.2	1	verb
spice	positive	0.2	1	verb
stabilize	positive	0.2	1	verb
standarize	positive	0.2	1	verb
stimulate	positive	0.2	1	verb
strut	positive	0.2	1	verb
subside	positive	0.2	1	verb
suffice	positive	0.2	1	verb
suit	positive	0.2	1	verb
support	positive	0.2	1	verb
tolerate	positive	0.2	1	verb
tribute	positive	0.2	1	verb
upgrade	positive	0.2	1	verb
outsmart	positive	0.2	1	verb
promote	positive	0.2	1	verb
(#hold#)_up	positive	0.2	1	verb
(#see#)_DT_point	positive	0.2	1	verb
(#go#)_[INT]?_with	positive	0.2	1	verb
(#make#)_[INT]?_sense	positive	0.2	1	verb
(build|built)_up	positive	0.2	1	verb
(amount)_to	positive	0.2	1	verb
(beat)_#PER?#_out	positive	0.2	1	verb
(believe)_in	positive	0.2	1	verb
(#break#)_through	positive	0.2	1	verb
[#can#]_(#do#)_worse	positive	0.2	1	verb
(follow)_through	positive	0.2	1	verb
(#get#)_across	positive	0.2	1	verb
(#get#)_along	positive	0.2	1	verb
(#hang#)_together	positive	0.2	1	verb
(juice)_#NP?#_up	positive	0.2	1	verb
(light)_#NP?#_up	positive	0.2	1	verb
(liven)_up	positive	0.2	1	verb
(look)_forward_to	positive	0.2	1	verb
(pan)_out	positive	0.2	1	verb
(perk)_#PER?#_up	positive	0.2	1	verb
(plan)_ahead	positive	0.2	1	verb
(profit)_from	positive	0.2	1	verb
(resonate)_with	positive	0.2	1	verb
(shape)_up	positive	0.2	1	verb
(smooth)_[out|over]	positive	0.2	1	verb
(spice)_$NP?#_up	positive	0.2	1	verb
(#stand#)_out	positive	0.2	1	verb
(straighten)_out	positive	0.2	1	verb
(#get#)_[INT|PRP$]?_attention 	positive	0.2	1	verb
cheer	positive	0.2	1	verb
empathize	positive	0.2	1	verb
rectify	positive	0.2	1	verb
supercharge	positive	0.2	1	verb
accommodate	positive	0.2	1	verb
multitask	positive	0.2	1	verb
accomplish	positive	0.2	1	verb
graduate	positive	0.2	1	verb
streamline	positive	0.2	1	verb
efficiency	positive	0.2	1	verb
bloom	positive	0.2	1	verb
earn	positive	0.2	1	verb
accomodate	positive	0.2	1	verb
soothe	positive	0.2	1	verb
edify	positive	0.2	1	verb
befriend	positive	0.2	1	verb
soften	positive	0.2	1	verb
felicitate	positive	0.2	1	verb
exonerate	positive	0.2	1	verb
exceed	positive	0.2	1	verb
demystify	positive	0.2	1	verb
value	positive	0.2	1	verb
titillate	positive	0.2	1	verb
reienforce	positive	0.2	1	verb
help	positive	0.2	1	verb
guarantee	positive	0.2	1	verb
complement	positive	0.2	1	verb
capitalize	positive	0.2	1	verb
award	positive	0.2	1	verb
attain	positive	0.2	1	verb
argue	negative	-0.2	-1	verb
battle	negative	-0.2	-1	verb
blur	negative	-0.2	-1	verb
brandish	negative	-0.2	-1	verb
breach	negative	-0.2	-1	verb
bruise	negative	-0.2	-1	verb
bug	negative	-0.2	-1	verb
cancel	negative	-0.2	-1	verb
challenge	negative	-0.2	-1	verb
chide	negative	-0.2	-1	verb
clog	negative	-0.2	-1	verb
collide	negative	-0.2	-1	verb
combat	negative	-0.2	-1	verb
compel	negative	-0.2	-1	verb
complicate	negative	-0.2	-1	verb
concoct	negative	-0.2	-1	verb
conform	negative	-0.2	-1	verb
confront	negative	-0.2	-1	verb
crave	negative	-0.2	-1	verb
croak	negative	-0.2	-1	verb
dawdle	negative	-0.2	-1	verb
decrease	negative	-0.2	-1	verb
delay	negative	-0.2	-1	verb
demise	negative	-0.2	-1	verb
depreciate	negative	-0.2	-1	verb
deviate	negative	-0.2	-1	verb
dictate	negative	-0.2	-1	verb
discourage	negative	-0.2	-1	verb
dismiss	negative	-0.2	-1	verb
dispense	negative	-0.2	-1	verb
displease	negative	-0.2	-1	verb
dispose	negative	-0.2	-1	verb
dispute	negative	-0.2	-1	verb
distract	negative	-0.2	-1	verb
ditch	negative	-0.2	-1	verb
divorce	negative	-0.2	-1	verb
dominate	negative	-0.2	-1	verb
downshift	negative	-0.2	-1	verb
dwindle	negative	-0.2	-1	verb
endanger	negative	-0.2	-1	verb
enforce	negative	-0.2	-1	verb
engulf	negative	-0.2	-1	verb
entangle	negative	-0.2	-1	verb
envy	negative	-0.2	-1	verb
erase	negative	-0.2	-1	verb
err	negative	-0.2	-1	verb
evade	negative	-0.2	-1	verb
exaggerate	negative	-0.2	-1	verb
exclude	negative	-0.2	-1	verb
execute	negative	-0.2	-1	verb
expose	negative	-0.2	-1	verb
extinguish	negative	-0.2	-1	verb
feign	negative	-0.2	-1	verb
fidget	negative	-0.2	-1	verb
flee	negative	-0.2	-1	verb
forbid	negative	-0.2	-1	verb
fret	negative	-0.2	-1	verb
frighten	negative	-0.2	-1	verb
frown	negative	-0.2	-1	verb
fumble	negative	-0.2	-1	verb
gamble	negative	-0.2	-1	verb
glorify	negative	-0.2	-1	verb
grab	negative	-0.2	-1	verb
grabble	negative	-0.2	-1	verb
groan	negative	-0.2	-1	verb
growl	negative	-0.2	-1	verb
grumble	negative	-0.2	-1	verb
hoard	negative	-0.2	-1	verb
hurt	negative	-0.2	-1	verb
ignore	negative	-0.2	-1	verb
implicate	negative	-0.2	-1	verb
implore	negative	-0.2	-1	verb
imprison	negative	-0.2	-1	verb
induce	negative	-0.2	-1	verb
inflame	negative	-0.2	-1	verb
interfere	negative	-0.2	-1	verb
interrupt	negative	-0.2	-1	verb
intoxicate	negative	-0.2	-1	verb
intrude	negative	-0.2	-1	verb
inundate	negative	-0.2	-1	verb
lament	negative	-0.2	-1	verb
leak	negative	-0.2	-1	verb
liquidate	negative	-0.2	-1	verb
meddle	negative	-0.2	-1	verb
misbehave	negative	-0.2	-1	verb
miscast	negative	-0.2	-1	verb
mislead	negative	-0.2	-1	verb
misled	negative	-0.2	-1	verb
misinform	negative	-0.2	-1	verb
