term	valence	subjectivity
notoriously	negative	strongsubj
novel	positive	strongsubj
nuance	neutral	strongsubj
nuances	neutral	strongsubj
nuisance	negative	strongsubj
nurture	positive	strongsubj
nurturing	positive	strongsubj
oasis	positive	strongsubj
obedience	positive	strongsubj
obedient	positive	strongsubj
obediently	positive	strongsubj
obey	positive	strongsubj
obese	negative	strongsubj
object	negative	strongsubj
objection	negative	strongsubj
objectionable	negative	strongsubj
objections	negative	strongsubj
obliged	positive	strongsubj
obliterate	negative	strongsubj
obliterated	negative	strongsubj
oblivious	negative	strongsubj
obnoxious	negative	strongsubj
obnoxiously	negative	strongsubj
obscene	negative	strongsubj
obscenely	negative	strongsubj
obscenity	negative	strongsubj
obscure	negative	strongsubj
obscurity	negative	strongsubj
obsess	negative	strongsubj
obsession	negative	strongsubj
obsessions	negative	strongsubj
obsessive	negative	strongsubj
obsessively	negative	strongsubj
obsessiveness	negative	strongsubj
obstacle	negative	strongsubj
obstinate	negative	strongsubj
obstinately	negative	strongsubj
obtrusive	negative	strongsubj
obtuse	negative	strongsubj
obviate	positive	strongsubj
obviously	negative	strongsubj
odder	negative	strongsubj
oddest	negative	strongsubj
oddities	negative	strongsubj
oddity	negative	strongsubj
oddly	negative	strongsubj
offbeat	positive	strongsubj
offend	negative	strongsubj
offending	negative	strongsubj
offenses	negative	strongsubj
offensively	negative	strongsubj
offensiveness	negative	strongsubj
officious	negative	strongsubj
oh	neutral	strongsubj
okay	positive	strongsubj
ominous	negative	strongsubj
ominously	negative	strongsubj
one-side	negative	strongsubj
one-sided	negative	strongsubj
onerous	negative	strongsubj
onerously	negative	strongsubj
opinion	neutral	strongsubj
opinionated	negative	strongsubj
opinions	neutral	strongsubj
opponent	negative	strongsubj
opportune	positive	strongsubj
opportunity	positive	strongsubj
oppose	negative	strongsubj
opposition	negative	strongsubj
oppositions	negative	strongsubj
oppress	negative	strongsubj
oppression	negative	strongsubj
oppressive	negative	strongsubj
oppressively	negative	strongsubj
oppressiveness	negative	strongsubj
oppressors	negative	strongsubj
optimal	positive	strongsubj
optimism	positive	strongsubj
opulent	positive	strongsubj
ordeal	negative	strongsubj
orthodoxy	neutral	strongsubj
ostracize	negative	strongsubj
ought	neutral	strongsubj
outburst	negative	strongsubj
outbursts	negative	strongsubj
outcast	negative	strongsubj
outcry	negative	strongsubj
outdo	positive	strongsubj
outlaw	negative	strongsubj
outrage	negative	strongsubj
outraged	negative	strongsubj
outrageous	negative	strongsubj
outrageously	negative	strongsubj
outrageousness	negative	strongsubj
outrages	negative	strongsubj
outright	neutral	strongsubj
outshine	positive	strongsubj
outsmart	positive	strongsubj
outstanding	positive	strongsubj
outstandingly	positive	strongsubj
outstrip	positive	strongsubj
outwit	positive	strongsubj
ovation	positive	strongsubj
over-acted	negative	strongsubj
overachiever	positive	strongsubj
overact	negative	strongsubj
overacted	negative	strongsubj
overbearing	negative	strongsubj
overbearingly	negative	strongsubj
overblown	negative	strongsubj
overcome	negative	strongsubj
overdo	negative	strongsubj
overdone	negative	strongsubj
overdue	negative	strongsubj
overemphasize	negative	strongsubj
overjoyed	positive	strongsubj
overkill	negative	strongsubj
overlook	negative	strongsubj
overplay	negative	strongsubj
overstate	negative	strongsubj
overstatement	negative	strongsubj
overstatements	negative	strongsubj
overture	positive	strongsubj
overwhelming	negative	strongsubj
overwhelmingly	negative	strongsubj
overworked	negative	strongsubj
overzealous	negative	strongsubj
overzealously	negative	strongsubj
pacifist	positive	strongsubj
pacifists	positive	strongsubj
pain	negative	strongsubj
pains	negative	strongsubj
painstaking	positive	strongsubj
painstakingly	positive	strongsubj
palatable	positive	strongsubj
palatial	positive	strongsubj
palliate	positive	strongsubj
paltry	negative	strongsubj
pandemonium	negative	strongsubj
panic	negative	strongsubj
panicky	negative	strongsubj
paradise	positive	strongsubj
paradoxical	negative	strongsubj
paradoxically	negative	strongsubj
paramount	positive	strongsubj
paranoia	negative	strongsubj
paranoid	negative	strongsubj
pardon	positive	strongsubj
pariah	negative	strongsubj
parody	negative	strongsubj
partiality	negative	strongsubj
partisan	negative	strongsubj
partisans	negative	strongsubj
passe	negative	strongsubj
passion	positive	strongsubj
passionate	positive	strongsubj
passionately	positive	strongsubj
passive	negative	strongsubj
passiveness	negative	strongsubj
pathetic	negative	strongsubj
pathetically	negative	strongsubj
patience	positive	strongsubj
patiently	positive	strongsubj
patriot	positive	strongsubj
patriotic	positive	strongsubj
patronize	negative	strongsubj
paucity	negative	strongsubj
pauper	negative	strongsubj
paupers	negative	strongsubj
payback	negative	strongsubj
peaceable	positive	strongsubj
peculiar	negative	strongsubj
peculiarly	negative	strongsubj
pedantic	negative	strongsubj
peerless	positive	strongsubj
peeve	negative	strongsubj
peeved	negative	strongsubj
peevish	negative	strongsubj
peevishly	negative	strongsubj
penalize	negative	strongsubj
penetrating	positive	strongsubj
penitent	positive	strongsubj
perceptions	neutral	strongsubj
perceptive	positive	strongsubj
perfect	positive	strongsubj
perfection	positive	strongsubj
perfectly	positive	strongsubj
perfidious	negative	strongsubj
perfidity	negative	strongsubj
perfunctory	negative	strongsubj
perhaps	neutral	strongsubj
peril	negative	strongsubj
perish	negative	strongsubj
pernicious	negative	strongsubj
perplex	negative	strongsubj
perplexed	negative	strongsubj
perplexing	negative	strongsubj
perplexity	negative	strongsubj
persecute	negative	strongsubj
persecution	negative	strongsubj
perseverance	positive	strongsubj
persevere	positive	strongsubj
personality	positive	strongsubj
perspicuous	positive	strongsubj
perspicuously	positive	strongsubj
persuade	positive	strongsubj
persuasive	positive	strongsubj
persuasively	positive	strongsubj
pertinacious	negative	strongsubj
pertinaciously	negative	strongsubj
pertinacity	negative	strongsubj
perturb	negative	strongsubj
perturbed	negative	strongsubj
pervasive	m	strongsubj negative
perverse	negative	strongsubj
perversely	negative	strongsubj
perversion	negative	strongsubj
perversity	negative	strongsubj
pervert	negative	strongsubj
perverted	negative	strongsubj
pessimism	negative	strongsubj
pessimistic	negative	strongsubj
pessimistically	negative	strongsubj
pest	negative	strongsubj
pestilent	negative	strongsubj
petrify	negative	strongsubj
petrified	negative	strongsubj
pettifog	negative	strongsubj
petty	negative	strongsubj
phenomenal	positive	strongsubj
phenomenally	positive	strongsubj
philosophize	neutral	strongsubj
phobia	negative	strongsubj
phobic	negative	strongsubj
phony	negative	strongsubj
picky	negative	strongsubj
picturesque	positive	strongsubj
pillage	negative	strongsubj
pillar	positive	strongsubj
pillory	negative	strongsubj
pine	negative	strongsubj
pinnacle	positive	strongsubj
pious	positive	strongsubj
pithy	positive	strongsubj
pitiable	negative	strongsubj
pitiful	negative	strongsubj
pitifully	negative	strongsubj
pitiless	negative	strongsubj
pitilessly	negative	strongsubj
pittance	negative	strongsubj
pity	negative	strongsubj
placate	positive	strongsubj
plagiarize	negative	strongsubj
plague	negative	strongsubj
plainly	positive	strongsubj
plausibility	positive	strongsubj
plausible	positive	strongsubj
playful	positive	strongsubj
playfully	positive	strongsubj
plaything	negative	strongsubj
plead	both	strongsubj
pleading	both	strongsubj
pleadingly	both	strongsubj
pleas	negative	strongsubj
please	positive	strongsubj
pleased	positive	strongsubj
pleasing	positive	strongsubj
pleasingly	positive	strongsubj
pleasurable	positive	strongsubj
pleasurably	positive	strongsubj
pleasure	positive	strongsubj
plebeian	negative	strongsubj
pledge	positive	strongsubj
pledges	positive	strongsubj
plenty	positive	strongsubj
plight	negative	strongsubj
plot	negative	strongsubj
plotters	negative	strongsubj
ploy	negative	strongsubj
plunder	negative	strongsubj
plunderer	negative	strongsubj
plush	positive	strongsubj
poetic	positive	strongsubj
poeticize	positive	strongsubj
poignant	positive	strongsubj
poise	positive	strongsubj
poised	positive	strongsubj
poison	negative	strongsubj
polarisation	negative	strongsubj
polemize	negative	strongsubj
polluter	negative	strongsubj
polluters	negative	strongsubj
pompous	negative	strongsubj
ponder	neutral	strongsubj
poorly	negative	strongsubj
posh	positive	strongsubj
positiveness	positive	strongsubj
positively	positive	strongsubj
posturing	negative	strongsubj
potent	positive	strongsubj
pout	negative	strongsubj
poverty	negative	strongsubj
pragmatic	positive	strongsubj
praise	positive	strongsubj
praiseworthy	positive	strongsubj
praising	positive	strongsubj
prate	negative	strongsubj
pratfall	negative	strongsubj
prattle	negative	strongsubj
pray	neutral	strongsubj
preach	positive	strongsubj
preaching	positive	strongsubj
precaution	positive	strongsubj
precautions	positive	strongsubj
precious	positive	strongsubj
precious	neutral	strongsubj
precipitate	negative	strongsubj
precipitous	negative	strongsubj
predicament	negative	strongsubj
prefer	positive	strongsubj
preferable	positive	strongsubj
preferably	positive	strongsubj
preference	positive	strongsubj
preferences	positive	strongsubj
prejudge	negative	strongsubj
prejudice	negative	strongsubj
prejudicial	negative	strongsubj
premeditated	negative	strongsubj
preponderance	positive	strongsubj
preposterous	negative	strongsubj
preposterously	negative	strongsubj
pressing	negative	strongsubj
prestige	positive	strongsubj
presumably	neutral	strongsubj
presume	negative	strongsubj
presumptuous	negative	strongsubj
presumptuously	negative	strongsubj
pretence	negative	strongsubj
pretend	negative	strongsubj
pretense	negative	strongsubj
pretentious	negative	strongsubj
pretentiously	negative	strongsubj
prettily	positive	strongsubj
pretty	positive	strongsubj
prevaricate	negative	strongsubj
priceless	positive	strongsubj
prickle	negative	strongsubj
prickles	negative	strongsubj
pride	positive	strongsubj
prideful	negative	strongsubj
privilege	positive	strongsubj
privileged	positive	strongsubj
prize	positive	strongsubj
pro-American	positive	strongsubj
pro-Beijing	positive	strongsubj
pro-Cuba	positive	strongsubj
pro-peace	positive	strongsubj
proactive	positive	strongsubj
problematic	negative	strongsubj
proclaim	neutral	strongsubj
procrastinate	negative	strongsubj
procrastination	negative	strongsubj
prodigious	positive	strongsubj
prodigiously	positive	strongsubj
prodigy	positive	strongsubj
profane	negative	strongsubj
profanity	negative	strongsubj
profess	positive	strongsubj
proficient	positive	strongsubj
proficiently	positive	strongsubj
profound	positive	strongsubj
profoundly	positive	strongsubj
profuse	positive	strongsubj
profusely	positive	strongsubj
profusion	positive	strongsubj
prognosticate	neutral	strongsubj
promise	positive	strongsubj
promising	positive	strongsubj
promoter	positive	strongsubj
propaganda	negative	strongsubj
propagandize	negative	strongsubj
prophesy	neutral	strongsubj
propitious	positive	strongsubj
propitiously	positive	strongsubj
proscription	negative	strongsubj
proscriptions	negative	strongsubj
prosecute	negative	strongsubj
prosper	positive	strongsubj
protector	positive	strongsubj
protest	negative	strongsubj
proud	positive	strongsubj
providence	positive	strongsubj
provocation	negative	strongsubj
provocative	negative	strongsubj
provoke	negative	strongsubj
prowess	positive	strongsubj
prudent	positive	strongsubj
prudently	positive	strongsubj
pugnacious	negative	strongsubj
pugnaciously	negative	strongsubj
pugnacity	negative	strongsubj
punch	negative	strongsubj
punctual	positive	strongsubj
pundits	positive	strongsubj
punish	negative	strongsubj
puny	negative	strongsubj
puppet	negative	strongsubj
puppets	negative	strongsubj
purposeful	positive	strongsubj
puzzle	negative	strongsubj
puzzled	negative	strongsubj
puzzlement	negative	strongsubj
puzzling	negative	strongsubj
quack	negative	strongsubj
quaint	positive	strongsubj
qualms	negative	strongsubj
quandary	negative	strongsubj
quarrel	negative	strongsubj
quarrellous	negative	strongsubj
quarrellously	negative	strongsubj
quarrels	negative	strongsubj
quarrelsome	negative	strongsubj
quash	negative	strongsubj
quasi-ally	positive	strongsubj
questionable	negative	strongsubj
quibble	negative	strongsubj
quicken	positive	strongsubj
quite	neutral	strongsubj
quitter	negative	strongsubj
racist	negative	strongsubj
racists	negative	strongsubj
rack	negative	strongsubj
radiance	positive	strongsubj
radiant	positive	strongsubj
radical	negative	strongsubj
radicalization	negative	strongsubj
radically	negative	strongsubj
radicals	negative	strongsubj
rage	negative	strongsubj
ragged	negative	strongsubj
raging	negative	strongsubj
rail	negative	strongsubj
rally	positive	strongsubj
rampage	negative	strongsubj
rampant	negative	strongsubj
ramshackle	negative	strongsubj
rancor	negative	strongsubj
rank	negative	strongsubj
rankle	negative	strongsubj
rant	negative	strongsubj
ranting	negative	strongsubj
rantingly	negative	strongsubj
rapport	positive	strongsubj
rapt	positive	strongsubj
rapture	positive	strongsubj
raptureous	positive	strongsubj
raptureously	positive	strongsubj
rapturous	positive	strongsubj
rapturously	positive	strongsubj
rascal	negative	strongsubj
rash	negative	strongsubj
rather	neutral	strongsubj
rational	positive	strongsubj
rationalize	negative	strongsubj
rattle	negative	strongsubj
ravage	negative	strongsubj
rave	positive	strongsubj
raving	negative	strongsubj
re-conquest	positive	strongsubj
reactionary	negative	strongsubj
realist	positive	strongsubj
realistic	positive	strongsubj
realistically	positive	strongsubj
really	neutral	strongsubj
reassurance	positive	strongsubj
reassure	positive	strongsubj
rebellious	negative	strongsubj
rebuff	negative	strongsubj
rebuke	negative	strongsubj
recalcitrant	negative	strongsubj
recant	negative	strongsubj
receptive	positive	strongsubj
reckless	negative	strongsubj
recklessly	negative	strongsubj
recklessness	negative	strongsubj
recoil	negative	strongsubj
recommend	positive	strongsubj
recommendation	positive	strongsubj
recommendations	positive	strongsubj
recommended	positive	strongsubj
rectification	positive	strongsubj
rectify	positive	strongsubj
rectifying	positive	strongsubj
redeem	positive	strongsubj
redeeming	positive	strongsubj
redemption	positive	strongsubj
reflecting	neutral	strongsubj
reflective	neutral	strongsubj
refreshing	positive	strongsubj
refuge	positive	strongsubj
refuse	negative	strongsubj
refutation	negative	strongsubj
refute	negative	strongsubj
regal	positive	strongsubj
regally	positive	strongsubj
regard	positive	strongsubj
regard	neutral	strongsubj
regardless	neutral	strongsubj
regardlessly	neutral	strongsubj
regret	negative	strongsubj
regretful	negative	strongsubj
regretfully	negative	strongsubj
regrettable	negative	strongsubj
regrettably	negative	strongsubj
reject	negative	strongsubj
rejection	negative	strongsubj
rejoice	positive	strongsubj
rejoicing	positive	strongsubj
rejoicingly	positive	strongsubj
relent	positive	strongsubj
relentless	negative	strongsubj
relentlessly	negative	strongsubj
relentlessness	negative	strongsubj
relief	positive	strongsubj
relish	positive	strongsubj
reluctance	negative	strongsubj
remarkable	positive	strongsubj
remarkably	positive	strongsubj
reminiscent	positive	strongsubj
remorse	negative	strongsubj
remorseful	negative	strongsubj
remorsefully	negative	strongsubj
remorseless	negative	strongsubj
remorselessly	negative	strongsubj
remorselessness	negative	strongsubj
remunerate	positive	strongsubj
renaissance	positive	strongsubj
renounce	negative	strongsubj
renown	positive	strongsubj
renowned	positive	strongsubj
renunciation	negative	strongsubj
repay	positive	strongsubj
repent	positive	strongsubj
repentance	positive	strongsubj
reprehensible	negative	strongsubj
reprehensibly	negative	strongsubj
reprehension	negative	strongsubj
reprehensive	negative	strongsubj
reprimand	negative	strongsubj
reproach	negative	strongsubj
reproachful	negative	strongsubj
reprove	negative	strongsubj
reprovingly	negative	strongsubj
repudiate	negative	strongsubj
repudiation	negative	strongsubj
repugn	negative	strongsubj
repugnance	negative	strongsubj
repugnant	negative	strongsubj
repugnantly	negative	strongsubj
repulsing	negative	strongsubj
repulsive	negative	strongsubj
repulsively	negative	strongsubj
repulsiveness	negative	strongsubj
resent	negative	strongsubj
resentful	negative	strongsubj
resentment	negative	strongsubj
resounding	positive	strongsubj
resourceful	positive	strongsubj
resourcefulness	positive	strongsubj
respect	positive	strongsubj
respectable	positive	strongsubj
respectful	positive	strongsubj
respectfully	positive	strongsubj
respite	positive	strongsubj
resplendent	positive	strongsubj
reticent	negative	strongsubj
revealing	neutral	strongsubj
revel	positive	strongsubj
revelatory	neutral	strongsubj
revenge	negative	strongsubj
revengeful	negative	strongsubj
revengefully	negative	strongsubj
revere	positive	strongsubj
reverence	positive	strongsubj
reverent	positive	strongsubj
reverently	positive	strongsubj
revile	negative	strongsubj
reviled	negative	strongsubj
revolting	negative	strongsubj
revoltingly	negative	strongsubj
revulsion	negative	strongsubj
revulsive	negative	strongsubj
reward	positive	strongsubj
rewarding	positive	strongsubj
rewardingly	positive	strongsubj
rhetorical	negative	strongsubj
richly	positive	strongsubj
richness	positive	strongsubj
rid	negative	strongsubj
ridicule	negative	strongsubj
ridiculous	negative	strongsubj
ridiculously	negative	strongsubj
rife	negative	strongsubj
rift	negative	strongsubj
rifts	negative	strongsubj
right	positive	strongsubj
righten	positive	strongsubj
righteous	positive	strongsubj
righteously	positive	strongsubj
righteousness	positive	strongsubj
rightful	positive	strongsubj
rightfully	positive	strongsubj
rightly	positive	strongsubj
rightness	positive	strongsubj
rile	negative	strongsubj
riled	negative	strongsubj
roadblocks	negative	strongsubj
rogue	negative	strongsubj
rollercoaster	negative	strongsubj
romantic	positive	strongsubj
romantically	positive	strongsubj
romanticize	positive	strongsubj
rosy	positive	strongsubj
rotten	negative	strongsubj
rousing	positive	strongsubj
rubbish	negative	strongsubj
rude	negative	strongsubj
rue	negative	strongsubj
ruffian	negative	strongsubj
rumbling	negative	strongsubj
rumor	negative	strongsubj
rumors	negative	strongsubj
rumours	negative	strongsubj
rumple	negative	strongsubj
run-down	negative	strongsubj
runaway	negative	strongsubj
rusty	negative	strongsubj
ruthless	negative	strongsubj
ruthlessly	negative	strongsubj
ruthlessness	negative	strongsubj
sabotage	negative	strongsubj
sacred	positive	strongsubj
sacrifice	negative	strongsubj
sad	negative	strongsubj
sadden	negative	strongsubj
sadly	negative	strongsubj
sadness	negative	strongsubj
safeguard	positive	strongsubj
sagacity	positive	strongsubj
sage	positive	strongsubj
sagely	positive	strongsubj
saint	positive	strongsubj
saintliness	positive	strongsubj
saintly	positive	strongsubj
salacious	negative	strongsubj
salutary	positive	strongsubj
salute	positive	strongsubj
salvation	positive	strongsubj
sanctimonious	negative	strongsubj
sanctify	positive	strongsubj
sanction	positive	strongsubj
sanctity	positive	strongsubj
sanctuary	positive	strongsubj
sanguine	positive	strongsubj
sane	positive	strongsubj
sanity	positive	strongsubj
sap	negative	strongsubj
sarcasm	negative	strongsubj
sarcastic	negative	strongsubj
sarcastically	negative	strongsubj
sardonic	negative	strongsubj
sardonically	negative	strongsubj
sass	negative	strongsubj
satirical	negative	strongsubj
satirize	negative	strongsubj
satisfaction	positive	strongsubj
satisfactorily	positive	strongsubj
satisfactory	positive	strongsubj
savage	negative	strongsubj
savaged	negative	strongsubj
savagely	negative	strongsubj
savagery	negative	strongsubj
savages	negative	strongsubj
savvy	positive	strongsubj
scandalize	negative	strongsubj
scandalized	negative	strongsubj
scandalous	negative	strongsubj
scandalously	negative	strongsubj
scandals	negative	strongsubj
scapegoat	negative	strongsubj
scar	negative	strongsubj
scarred	negative	strongsubj
scarcely	negative	strongsubj
scare	negative	strongsubj
scared	negative	strongsubj
scarier	negative	strongsubj
scariest	negative	strongsubj
scarily	negative	strongsubj
scars	negative	strongsubj
scary	negative	strongsubj
scathing	negative	strongsubj
scathingly	negative	strongsubj
scheming	negative	strongsubj
scoff	negative	strongsubj
scoffingly	negative	strongsubj
scold	negative	strongsubj
scolding	negative	strongsubj
scoldingly	negative	strongsubj
scorching	negative	strongsubj
scorchingly	negative	strongsubj
scorn	negative	strongsubj
scornful	negative	strongsubj
scornfully	negative	strongsubj
scoundrel	negative	strongsubj
scourge	negative	strongsubj
scowl	negative	strongsubj
scream	negative	strongsubj
screaming	neutral	strongsubj
screamingly	neutral	strongsubj
screech	negative	strongsubj
scruples	positive	strongsubj
scrupulous	positive	strongsubj
scrupulously	positive	strongsubj
scrutinize	neutral	strongsubj
scrutiny	neutral	strongsubj
scum	negative	strongsubj
scummy	negative	strongsubj
seamless	positive	strongsubj
second-class	negative	strongsubj
seductive	positive	strongsubj
seedy	negative	strongsubj
seemingly	neutral	strongsubj
seethe	negative	strongsubj
seething	negative	strongsubj
self-coup	negative	strongsubj
self-criticism	negative	strongsubj
self-destructive	negative	strongsubj
self-determination	positive	strongsubj
self-humiliation	negative	strongsubj
self-interest	negative	strongsubj
self-interested	negative	strongsubj
self-respect	positive	strongsubj
self-satisfaction	positive	strongsubj
self-serving	negative	strongsubj
selfinterested	negative	strongsubj
selfish	negative	strongsubj
selfishly	negative	strongsubj
selfishness	negative	strongsubj
senile	negative	strongsubj
sensation	positive	strongsubj
sensational	positive	strongsubj
sensationalize	negative	strongsubj
sensationally	positive	strongsubj
sensations	positive	strongsubj
senseless	negative	strongsubj
senselessly	negative	strongsubj
sensible	positive	strongsubj
sensibly	positive	strongsubj
sensitively	positive	strongsubj
sensitivity	positive	strongsubj
sentiment	positive	strongsubj
sentimentality	positive	strongsubj
sentimentally	positive	strongsubj
sentiments	positive	strongsubj
serene	positive	strongsubj
serenity	positive	strongsubj
serious	negative	strongsubj
seriously	negative	strongsubj
seriousness	negative	strongsubj
sermonize	negative	strongsubj
servitude	negative	strongsubj
set-up	negative	strongsubj
severe	negative	strongsubj
severely	negative	strongsubj
severity	negative	strongsubj
sexy	positive	strongsubj
shabby	negative	strongsubj
shadow	negative	strongsubj
shady	negative	strongsubj
sham	negative	strongsubj
shambles	negative	strongsubj
shame	negative	strongsubj
shameful	negative	strongsubj
shamefully	negative	strongsubj
shamefulness	negative	strongsubj
shameless	negative	strongsubj
shamelessly	negative	strongsubj
shamelessness	negative	strongsubj
shark	negative	strongsubj
shatter	negative	strongsubj
sheer	negative	strongsubj
shimmer	positive	strongsubj
shimmering	positive	strongsubj
shimmeringly	positive	strongsubj
shiny	positive	strongsubj
shirk	negative	strongsubj
shirker	negative	strongsubj
shiver	negative	strongsubj
shock	negative	strongsubj
shocking	negative	strongsubj
shockingly	negative	strongsubj
shoddy	negative	strongsubj
shortchange	negative	strongsubj
shortcoming	negative	strongsubj
shortcomings	negative	strongsubj
shortsighted	negative	strongsubj
shortsightedness	negative	strongsubj
shrew	negative	strongsubj
shrewd	positive	strongsubj
shrewdly	positive	strongsubj
shrewdness	positive	strongsubj
shriek	negative	strongsubj
shrill	negative	strongsubj
shrilly	negative	strongsubj
shrivel	negative	strongsubj
shroud	negative	strongsubj
shrouded	negative	strongsubj
shun	negative	strongsubj
shunned	negative	strongsubj
shy	negative	strongsubj
shyly	negative	strongsubj
shyness	negative	strongsubj
sickly	negative	strongsubj
sickening	negative	strongsubj
sickeningly	negative	strongsubj
sidetrack	negative	strongsubj
sidetracked	negative	strongsubj
sillily	negative	strongsubj
silly	negative	strongsubj
simmer	negative	strongsubj
simplicity	positive	strongsubj
simplistic	negative	strongsubj
simplistically	negative	strongsubj
sin	negative	strongsubj
sinful	negative	strongsubj
sinfully	negative	strongsubj
sincere	positive	strongsubj
sincerely	positive	strongsubj
sinister	negative	strongsubj
sinisterly	negative	strongsubj
skeletons	negative	strongsubj
skeptical	negative	strongsubj
skeptically	negative	strongsubj
skepticism	negative	strongsubj
skillful	positive	strongsubj
skillfully	positive	strongsubj
skittish	negative	strongsubj
skittishly	negative	strongsubj
skulk	negative	strongsubj
slander	negative	strongsubj
slanderer	negative	strongsubj
slanderous	negative	strongsubj
slanderously	negative	strongsubj
slanders	negative	strongsubj
slap	negative	strongsubj
slashing	negative	strongsubj
slaves	negative	strongsubj
sleazy	negative	strongsubj
slime	negative	strongsubj
sloppy	negative	strongsubj
sloppily	negative	strongsubj
sloth	negative	strongsubj
slothful	negative	strongsubj
slur	negative	strongsubj
sly	negative	strongsubj
smack	negative	strongsubj
smart	positive	strongsubj
smarter	positive	strongsubj
smartest	positive	strongsubj
smartly	positive	strongsubj
smile	positive	strongsubj
smiling	positive	strongsubj
smilingly	positive	strongsubj
smitten	positive	strongsubj
smokescreen	negative	strongsubj
smolder	negative	strongsubj
smoldering	negative	strongsubj
smother	negative	strongsubj
smoulder	negative	strongsubj
smouldering	negative	strongsubj
smug	negative	strongsubj
smugly	negative	strongsubj
smut	negative	strongsubj
smuttier	negative	strongsubj
smuttiest	negative	strongsubj
smutty	negative	strongsubj
sneer	negative	strongsubj
sneering	negative	strongsubj
sneeringly	negative	strongsubj
snub	negative	strongsubj
so-cal	negative	strongsubj
so-called	negative	strongsubj
sob	negative	strongsubj
sober	negative	strongsubj
sobering	negative	strongsubj
sociable	positive	strongsubj
soften	positive	strongsubj
solace	positive	strongsubj
solicitous	positive	strongsubj
solicitously	positive	strongsubj
solicitude	positive	strongsubj
solidarity	positive	strongsubj
soliloquize	neutral	strongsubj
somber	negative	strongsubj
soothe	positive	strongsubj
soothingly	positive	strongsubj
sophisticated	positive	strongsubj
sore	negative	strongsubj
sorely	negative	strongsubj
sorrow	negative	strongsubj
sorrowful	negative	strongsubj
sorrowfully	negative	strongsubj
sorry	negative	strongsubj
spade	negative	strongsubj
spank	negative	strongsubj
sparkle	positive	strongsubj
spectacular	positive	strongsubj
spectacularly	positive	strongsubj
spellbind	positive	strongsubj
spellbinding	positive	strongsubj
spellbindingly	positive	strongsubj
spellbound	positive	strongsubj
spilling	negative	strongsubj
spiritless	negative	strongsubj
spiritual	positive	strongsubj
spite	negative	strongsubj
spiteful	negative	strongsubj
spitefully	negative	strongsubj
spitefulness	negative	strongsubj
splayed-finger	neutral	strongsubj
splendid	positive	strongsubj
splendidly	positive	strongsubj
splendor	positive	strongsubj
spoil	negative	strongsubj
spook	negative	strongsubj
spookier	negative	strongsubj
spookiest	negative	strongsubj
spookily	negative	strongsubj
spooky	negative	strongsubj
spoon-fed	negative	strongsubj
spoon-feed	negative	strongsubj
spoonfed	negative	strongsubj
spotless	positive	strongsubj
sprightly	positive	strongsubj
spur	positive	strongsubj
spurious	negative	strongsubj
spurn	negative	strongsubj
sputter	negative	strongsubj
squabble	negative	strongsubj
squabbling	negative	strongsubj
squander	negative	strongsubj
squarely	positive	strongsubj
squash	negative	strongsubj
squirm	negative	strongsubj
staggering	negative	strongsubj
staggeringly	negative	strongsubj
stagnate	negative	strongsubj
stagnation	negative	strongsubj
staid	negative	strongsubj
stale	negative	strongsubj
stalemate	negative	strongsubj
stammer	negative	strongsubj
standstill	negative	strongsubj
star	positive	strongsubj
stark	negative	strongsubj
starkly	negative	strongsubj
stars	positive	strongsubj
startle	negative	strongsubj
startling	negative	strongsubj
startlingly	negative	strongsubj
stately	positive	strongsubj
statuesque	positive	strongsubj
staunch	positive	strongsubj
staunchly	positive	strongsubj
staunchness	positive	strongsubj
steadfast	positive	strongsubj
steadfastly	positive	strongsubj
steadfastness	positive	strongsubj
stellar	positive	strongsubj
stellarly	positive	strongsubj
stench	negative	strongsubj
stereotype	negative	strongsubj
stereotypical	negative	strongsubj
stereotypically	negative	strongsubj
stern	negative	strongsubj
stew	negative	strongsubj
stifle	negative	strongsubj
stifling	negative	strongsubj
stiflingly	negative	strongsubj
stigma	negative	strongsubj
stigmatize	negative	strongsubj
stimulating	positive	strongsubj
sting	negative	strongsubj
stinging	negative	strongsubj
stingingly	negative	strongsubj
stink	negative	strongsubj
stinking	negative	strongsubj
stir	neutral	strongsubj
stirring	positive	strongsubj
stirringly	positive	strongsubj
stodgy	negative	strongsubj
stooge	negative	strongsubj
stooges	negative	strongsubj
straightforward	positive	strongsubj
strange	negative	strongsubj
strangely	negative	strongsubj
stranger	negative	strongsubj
strangest	negative	strongsubj
stress	negative	strongsubj
stressful	negative	strongsubj
stressfully	negative	strongsubj
stricken	negative	strongsubj
strict	negative	strongsubj
strictly	negative	strongsubj
stride	positive	strongsubj
strident	negative	strongsubj
stridently	negative	strongsubj
strife	negative	strongsubj
striking	positive	strongsubj
strikingly	positive	strongsubj
striving	positive	strongsubj
struggle	negative	strongsubj
strut	negative	strongsubj
stubborn	negative	strongsubj
stubbornly	negative	strongsubj
stubbornness	negative	strongsubj
studious	positive	strongsubj
studiously	positive	strongsubj
stuffy	negative	strongsubj
stunned	positive	strongsubj
stunning	positive	strongsubj
stunningly	positive	strongsubj
stupendous	positive	strongsubj
stupendously	positive	strongsubj
stupid	negative	strongsubj
stupidity	negative	strongsubj
stupidly	negative	strongsubj
stupified	negative	strongsubj
stupify	negative	strongsubj
stupor	negative	strongsubj
sty	negative	strongsubj
stylish	positive	strongsubj
