term	valence	score	POS
pholiota squarrosa	negative	-0.25	n
lamella	positive	0.25	n
gill	positive	0.25	n
genus entoloma	negative	-0.25	n
entoloma	negative	-0.25	n
lepiotaceae	positive	0.625	n
family lepiotaceae	positive	0.625	n
genus chlorophyllum	positive	0.125	n
pink disease fungus	negative	-0.25	n
corticium salmonicolor	negative	-0.25	n
corticium solani	negative	-0.75	n
bottom rot fungus	negative	-0.75	n
rhizoctinia solani	negative	-0.75	n
potato fungus	negative	-0.75	n
pellicularia filamentosa	negative	-0.75	n
pellicularia koleroga	negative	-0.375	n
coffee fungus	negative	-0.375	n
tricholoma pessundatum	positive	0.125	n
tricholoma sejunctum	positive	0.125	n
tricholoma venenata	negative	-0.125	n
tricholoma pardinum	positive	0.25	n
tricholoma vaccinum	negative	-0.5	n
pluteus aurantiorugosus	positive	0.25	n
volvariella	positive	0.125	n
genus volvariella	positive	0.125	n
clitocybe inornata	positive	0.125	n
subclass euascomycetes	positive	0.125	n
subclass euascomycetes	negative	-0.375	n
euascomycetes	positive	0.125	n
euascomycetes	negative	-0.375	n
aspergillus fumigatus	negative	-0.375	n
thielavia basicola	negative	-0.375	n
brown root rot fungus	negative	-0.375	n
sponge mushroom	negative	-0.25	n
sponge morel	negative	-0.25	n
morchella esculenta	negative	-0.25	n
common morel	negative	-0.25	n
thick-footed morel	positive	0.125	n
morchella crassipes	positive	0.125	n
genus helvella	negative	-0.125	n
helvella sulcata	negative	-0.125	n
gyromitra gigas	negative	-0.125	n
phallus	positive	0.25	n
genus phallus	positive	0.25	n
stinkhorn	negative	-0.5	n
carrion fungus	negative	-0.5	n
mutinus caninus	negative	-0.25	n
dog stinkhorn	negative	-0.25	n
genus clathrus	negative	-0.125	n
clathrus	negative	-0.125	n
sphaerobolaceae	positive	0.125	n
family sphaerobolaceae	positive	0.125	n
genus gastroboletus	negative	-0.125	n
gastroboletus	negative	-0.125	n
polyporus	positive	0.125	n
genus polyporus	positive	0.125	n
boletus chrysenteron	negative	-0.125	n
boletus pulcherrimus	positive	0.125	n
tremellales	negative	-0.25	n
order tremellales	negative	-0.25	n
tremella reticulata	positive	0.125	n
genus auricularia	negative	-0.125	n
auricularia	negative	-0.125	n
uredinales	negative	-0.75	n
order uredinales	negative	-0.75	n
rust fungus	negative	-0.5	n
rust	negative	-0.5	n
melampsoraceae	negative	-0.375	n
family melampsoraceae	negative	-0.375	n
melampsora lini	negative	-0.625	n
flax rust fungus	negative	-0.625	n
flax rust	negative	-0.625	n
genus cronartium	negative	-0.5	n
cronartium	negative	-0.5	n
cronartium ribicola	negative	-0.375	n
blister rust	negative	-0.375	n
pucciniaceae	positive	0.125	n
family pucciniaceae	positive	0.125	n
gymnosporangium juniperi-virginianae	negative	-0.625	n
cedar-apple rust	negative	-0.625	n
apple rust	negative	-0.625	n
tiliomycetes	negative	-0.125	n
class tiliomycetes	negative	-0.125	n
ustilaginales	negative	-0.625	n
order ustilaginales	negative	-0.625	n
smut fungus	negative	-0.25	n
smut	negative	-0.25	n
covered smut	negative	-0.25	n
loose smut	positive	0.125	n
loose smut	negative	-0.25	n
ustilago maydis	negative	-0.125	n
boil smut	negative	-0.125	n
sphacelotheca reiliana	negative	-0.5	n
head smut	negative	-0.5	n
tilletia caries	negative	-0.125	n
bunt	negative	-0.125	n
tilletia foetida	negative	-0.125	n
stinking smut	negative	-0.125	n
bunt	negative	-0.125	n
urocystis cepulae	negative	-0.625	n
onion smut	negative	-0.625	n
flag smut fungus	negative	-0.375	n
waxycap	positive	0.125	n
cortinarius subfoetidus	negative	-0.5	n
cortinarius violaceus	positive	0.125	n
gymnopilus	positive	0.25	n
gymnopilus	negative	-0.25	n
genus gymnopilus	positive	0.25	n
genus gymnopilus	negative	-0.25	n
gymnopilus validipes	negative	-0.625	n
order moniliales	negative	-0.5	n
moniliales	negative	-0.5	n
genus verticillium	positive	0.25	n
moniliaceae	negative	-0.125	n
family moniliaceae	negative	-0.125	n
monilia	negative	-0.125	n
candida	negative	-0.125	n
genus cercosporella	negative	-0.125	n
cercosporella	negative	-0.125	n
blastomycete	negative	-0.125	n
genus cercospora	positive	0.25	n
cercospora	positive	0.25	n
yellow spot fungus	negative	-0.375	n
cercospora kopkei	negative	-0.375	n
ustilaginoidea	negative	-0.375	n
genus ustilaginoidea	negative	-0.375	n
ustilaginoidea virens	negative	-0.375	n
green smut fungus	negative	-0.375	n
dry rot	negative	-0.375	n
ozonium	negative	-0.25	n
genus ozonium	negative	-0.25	n
bedding plant	positive	0.25	n
bedder	positive	0.25	n
relict	negative	-0.125	n
wort	negative	-0.25	n
thorn	positive	0.125	n
sticker	positive	0.125	n
spine	positive	0.125	n
spikelet	positive	0.125	n
prickle	positive	0.125	n
pricker	positive	0.125	n
glochidium	negative	-0.375	n
glochid	negative	-0.375	n
brier	negative	-0.125	n
stinging hair	negative	-0.125	n
sporophyll	positive	0.25	n
sporophyl	positive	0.25	n
paraphysis	positive	0.25	n
sorus	positive	0.125	n
midvein	positive	0.125	n
midrib	positive	0.125	n
pseudophloem	negative	-0.625	n
gall	negative	-0.75	n
oak apple	negative	-0.5	n
poisonous plant	negative	-0.25	n
cirrus	positive	0.125	n
cirrhus	positive	0.125	n
arborescent plant	positive	0.125	n
fever tree	positive	0.125	n
ming tree	positive	0.125	n
groundcover	negative	-0.25	n
ground cover	negative	-0.25	n
undershrub	negative	-0.5	n
burning bush	negative	-0.625	n
suffrutex	negative	-0.25	n
subshrub	negative	-0.25	n
bramble	negative	-0.375	n
semiparasite	positive	0.625	n
hemiparasite	positive	0.625	n
rock plant	positive	0.125	n
autotrophic organism	positive	0.125	n
autotroph	positive	0.125	n
autophytic plant	positive	0.125	n
autophyte	positive	0.125	n
phylloclade	positive	0.25	n
phylloclad	positive	0.25	n
cladophyll	positive	0.25	n
cladode	positive	0.25	n
petiole	positive	0.125	n
leafstalk	positive	0.125	n
phyllode	positive	0.25	n
leaf blade	positive	0.25	n
blade	positive	0.25	n
glomerule	positive	0.125	n
glomerule	negative	-0.125	n
bean	negative	-0.125	n
nut	negative	-0.125	n
yellow berry	negative	-0.125	n
buckthorn berry	negative	-0.125	n
paliurus	negative	-0.125	n
genus paliurus	negative	-0.125	n
genus chloranthus	negative	-0.125	n
chloranthus	negative	-0.125	n
amplexicaul leaf	positive	0.125	n
frond	positive	0.125	n
involucre	positive	0.25	n
lemma	negative	-0.25	n
flowering glume	negative	-0.25	n
scale leaf	positive	0.125	n
scale	positive	0.125	n
simple leaf	negative	-0.5	n
trifoliolate leaf	positive	0.25	n
quinquefoliate leaf	positive	0.25	n
palmate leaf	positive	0.25	n
pinnate leaf	positive	0.25	n
twice-pinnate	positive	0.25	n
bijugous leaf	positive	0.25	n
bijugate leaf	positive	0.25	n
decompound leaf	positive	0.25	n
cordate leaf	positive	0.25	n
cuneate leaf	positive	0.25	n
elliptic leaf	positive	0.125	n
ensiform leaf	positive	0.25	n
hastate leaf	positive	0.125	n
linear leaf	positive	0.375	n
elongate leaf	positive	0.375	n
lyrate leaf	positive	0.125	n
lyrate leaf	negative	-0.25	n
obtuse leaf	positive	0.375	n
oblanceolate leaf	positive	0.375	n
obovate leaf	positive	0.125	n
peltate leaf	positive	0.25	n
perfoliate leaf	positive	0.125	n
spatulate leaf	positive	0.375	n
bipinnate leaf	positive	0.25	n
even-pinnate leaf	positive	0.25	n
abruptly-pinnate leaf	positive	0.25	n
odd-pinnate leaf	positive	0.25	n
pedate leaf	positive	0.125	n
entire leaf	positive	0.25	n
entire leaf	negative	-0.25	n
crenate leaf	positive	0.25	n
serrate leaf	positive	0.125	n
dentate leaf	positive	0.25	n
denticulate leaf	positive	0.25	n
emarginate leaf	positive	0.25	n
erose leaf	positive	0.25	n
runcinate leaf	positive	0.25	n
lobed leaf	positive	0.25	n
parted leaf	positive	0.125	n
prickly-edged leaf	positive	0.25	n
bark	negative	-0.125	n
withy	positive	0.25	n
withe	positive	0.25	n
shoot	positive	0.125	n
mixed bud	positive	0.25	n
polypodium glycyrrhiza	negative	-0.375	n
licorice fern	negative	-0.375	n
phlebodium	positive	0.25	n
genus phlebodium	positive	0.25	n
phyllitis scolopendrium	positive	0.25	n
hart's-tongue fern	positive	0.25	n
hart's-tongue	positive	0.25	n
asplenium scolopendrium	positive	0.25	n
scolopendrium	negative	-0.125	n
rasp fern	positive	0.375	n
doodia	positive	0.375	n
pteridium esculentum	negative	-0.25	n
bracken	negative	-0.25	n
lady fern	positive	0.125	n
lady fern	negative	-0.125	n
athyrium filix-femina	positive	0.125	n
athyrium filix-femina	negative	-0.125	n
athyrium distentifolium	positive	0.25	n
alpine lady fern	positive	0.25	n
bladder fern	positive	0.125	n
bladder fern	negative	-0.25	n
genus diacalpa	negative	-0.25	n
diacalpa	negative	-0.25	n
shuttlecock fern	positive	0.125	n
pteretis struthiopteris	positive	0.125	n
ostrich fern	positive	0.125	n
onoclea struthiopteris	positive	0.125	n
matteuccia struthiopteris	positive	0.125	n
fiddlehead	positive	0.125	n
oleandra neriiformis	positive	0.125	n
oleandra mollis	positive	0.125	n
oleander fern	positive	0.125	n
nephrolepis exaltata bostoniensis	positive	0.125	n
nephrolepis exaltata	positive	0.125	n
boston fern	positive	0.125	n
maidenhair fern	positive	0.125	n
maidenhair	positive	0.125	n
venushair	positive	0.375	n
venus maidenhair	positive	0.375	n
venus'-hair fern	positive	0.375	n
southern maidenhair	positive	0.375	n
common maidenhair	positive	0.375	n
adiantum capillus-veneris	positive	0.375	n
bermuda maidenhair fern	negative	-0.25	n
bermuda maidenhair	negative	-0.25	n
adiantum bellum	negative	-0.25	n
coniogramme japonica	positive	0.125	n
bamboo fern	positive	0.125	n
order marattiales	negative	-0.125	n
marattiales	negative	-0.125	n
psilotales	negative	-0.125	n
order psilotales	negative	-0.125	n
psilotum	negative	-0.125	n
genus psilotum	negative	-0.125	n
whisk fern	negative	-0.125	n
psilophytaceae	negative	-0.125	n
family psilophytaceae	negative	-0.125	n
order equisetales	negative	-0.125	n
equisetales	negative	-0.125	n
horsetail family	negative	-0.125	n
family equisetaceae	negative	-0.125	n
equisetaceae	negative	-0.125	n
scouring rush	negative	-0.125	n
rough horsetail	negative	-0.125	n
equisetum robustum	negative	-0.125	n
equisetum hyemale robustum	negative	-0.125	n
equisetum hyemale	negative	-0.125	n
lepidodendraceae	positive	0.375	n
lepidodendraceae	negative	-0.125	n
family lepidodendraceae	positive	0.375	n
family lepidodendraceae	negative	-0.125	n
honey plant	positive	0.25	n
starfish flower	positive	0.125	n
stapelia	positive	0.125	n
carrion flower	positive	0.125	n
tree of knowledge	positive	0.125	n
severalty	negative	-0.125	n
option	negative	-0.25	n
personal effects	negative	-0.125	n
effects	negative	-0.125	n
sinecure	positive	0.125	n
sinecure	negative	-0.375	n
no man's land	negative	-0.25	n
stuff	negative	-0.125	n
clobber	negative	-0.125	n
white elephant	positive	0.625	n
acquisition	positive	0.25	n
purchase	positive	0.125	n
steal	positive	0.5	n
buy	positive	0.5	n
bargain	positive	0.5	n
gravy train	negative	-0.25	n
easy money	negative	-0.25	n
tight money	positive	0.25	n
tight money	negative	-0.125	n
windfall profit	negative	-0.25	n
quick buck	positive	0.25	n
fast buck	positive	0.25	n
taxation	positive	0.25	n
tax revenue	positive	0.25	n
tax income	positive	0.25	n
revenue	positive	0.25	n
primogeniture	positive	0.25	n
free lunch	negative	-0.5	n
gift	positive	0.25	n
largesse	positive	0.125	n
largesse	negative	-0.5	n
largess	positive	0.125	n
largess	negative	-0.5	n
financial aid	positive	0.125	n
economic aid	positive	0.125	n
aid	positive	0.125	n
gratuity	positive	0.25	n
gratuity	negative	-0.25	n
jackpot	positive	0.375	n
contribution	positive	0.125	n
premium	negative	-0.375	n
gift horse	negative	-0.75	n
depreciation allowance	positive	0.25	n
lobbying expense	positive	0.375	n
overhead	negative	-0.375	n
operating expense	negative	-0.375	n
operating cost	negative	-0.375	n
budget items	negative	-0.375	n
promotional expense	positive	0.25	n
transfer payment	negative	-0.25	n
overpayment	positive	0.125	n
underpayment	positive	0.125	n
half-pay	negative	-0.25	n
living wage	negative	-0.125	n
regular payment	positive	0.125	n
compensation	negative	-0.25	n
overcompensation	negative	-0.625	n
workmen's compensation	negative	-0.5	n
conscience money	positive	0.125	n
honorarium	positive	0.25	n
meed	positive	0.25	n
fee	positive	0.375	n
fee simple	positive	0.125	n
fee tail	negative	-0.5	n
vigorish	positive	0.125	n
rake-off	positive	0.125	n
allotment	positive	0.125	n
allocation	positive	0.125	n
restitution	negative	-0.125	n
redress	negative	-0.125	n
indemnity	negative	-0.125	n
indemnification	negative	-0.125	n
damages	negative	-0.125	n
amends	negative	-0.125	n
smart money	positive	0.25	n
smart money	negative	-0.5	n
punitive damages	positive	0.25	n
punitive damages	negative	-0.5	n
exemplary damages	positive	0.25	n
exemplary damages	negative	-0.5	n
reparation	negative	-0.5	n
satisfaction	negative	-0.75	n
expiation	negative	-0.75	n
atonement	negative	-0.75	n
breakage	negative	-0.25	n
peppercorn rent	negative	-0.5	n
rack rent	positive	0.125	n
perquisite	positive	0.125	n
perk	positive	0.125	n
fringe benefit	positive	0.125	n
appanage	positive	0.125	n
apanage	positive	0.125	n
nonremittal	negative	-0.25	n
nonpayment	negative	-0.25	n
default	negative	-0.25	n
penalty	negative	-0.125	n
pittance	negative	-0.5	n
retribution	positive	0.375	n
requital	positive	0.375	n
forfeiture	positive	0.375	n
forfeit	positive	0.375	n
forfeiture	negative	-0.25	n
forfeit	negative	-0.25	n
mulct	negative	-0.125	n
fine	negative	-0.125	n
amercement	negative	-0.125	n
library fine	positive	0.125	n
replacement cost	positive	0.125	n
reproduction cost	positive	0.125	n
physical value	positive	0.125	n
highway robbery	positive	0.125	n
support level	positive	0.125	n
minor expense	negative	-0.375	n
incidental expense	negative	-0.375	n
incidental	negative	-0.375	n
undercharge	negative	-0.5	n
overcharge	positive	0.25	n
extortion	positive	0.125	n
estimated tax	negative	-0.375	n
exemption	positive	0.25	n
exemption	negative	-0.125	n
tax advantage	positive	0.125	n
poor rates	negative	-0.25	n
excise tax	negative	-0.625	n
excise	negative	-0.625	n
simple interest	positive	0.125	n
vigorish	positive	0.375	n
vigorish	negative	-0.125	n
usury	positive	0.375	n
usury	negative	-0.125	n
refresher	negative	-0.125	n
squeeze	negative	-0.375	n
loss	negative	-0.25	n
sacrifice	positive	0.25	n
wastage	negative	-0.375	n
wear and tear	positive	0.125	n
depreciation	positive	0.125	n
write-off	positive	0.125	n
write-down	positive	0.125	n
circumstances	positive	0.5	n
assets	positive	0.25	n
crown jewel	positive	0.5	n
natural resources	positive	0.5	n
natural resources	negative	-0.125	n
natural resource	positive	0.5	n
natural resource	negative	-0.125	n
labor resources	negative	-0.25	n
land resources	positive	0.125	n
mineral resources	positive	0.125	n
intangible asset	negative	-0.625	n
intangible	negative	-0.625	n
capital stock	positive	0.125	n
blue chip	positive	0.125	n
blue-chip stock	positive	0.125	n
no-par stock	negative	-0.5	n
no-par-value stock	negative	-0.5	n
growth stock	positive	0.125	n
hot stock	positive	0.25	n
hot issue	positive	0.25	n
corporate bond	negative	-0.5	n
noncallable bond	negative	-0.375	n
surety bond	negative	-0.125	n
performance bond	negative	-0.125	n
savings bond	positive	0.125	n
zero coupon bond	negative	-0.375	n
zero-coupon bond	negative	-0.375	n
venture	positive	0.25	n
venture	negative	-0.125	n
speculation	positive	0.25	n
speculation	negative	-0.125	n
fire insurance	positive	0.125	n
hazard insurance	negative	-0.125	n
health insurance	positive	0.25	n
health insurance	negative	-0.375	n
term insurance	negative	-0.25	n
second mortgage	negative	-0.125	n
gold	positive	0.125	n
gold	negative	-0.125	n
wherewithal	positive	0.125	n
passive trust	positive	0.25	n
discretionary trust	positive	0.125	n
testamentary trust	positive	0.125	n
trust fund	positive	0.125	n
dormant account	positive	0.375	n
subsistence	positive	0.25	n
subsistence	negative	-0.25	n
accumulation	negative	-0.75	n
seed grain	positive	0.5	n
seed corn	positive	0.5	n
hole card	positive	0.25	n
pool	positive	0.25	n
kitty	positive	0.25	n
hidden reserve	positive	0.25	n
hidden reserve	negative	-0.25	n
pool	negative	-0.25	n
treasure	positive	0.25	n
swag	positive	0.125	n
seed pearl	negative	-0.125	n
standard	positive	0.125	n
monetary standard	positive	0.125	n
revolving charge account	negative	-0.5	n
cheap money	positive	0.125	n
cheap money	negative	-0.25	n
overage	negative	-0.25	n
tax credit	negative	-0.25	n
kite	negative	-0.625	n
kite	negative	-0.125	n
treasurer's cheque	negative	-0.25	n
treasurer's check	negative	-0.25	n
cashier's cheque	negative	-0.25	n
cashier's check	negative	-0.25	n
disability payment	negative	-0.5	n
disability check	negative	-0.5	n
shinplaster	positive	0.125	n
shinplaster	negative	-0.125	n
eurocurrency	positive	0.125	n
small change	negative	-0.125	n
chump change	negative	-0.125	n
chickenfeed	negative	-0.125	n
bawbee	positive	0.125	n
eightpence	positive	0.125	n
ninepence	positive	0.125	n
new penny	positive	0.25	n
fiat money	positive	0.125	n
nickel note	positive	0.125	n
nickel	positive	0.125	n
limited liability	negative	-0.75	n
direct loan	negative	-0.375	n
general lien	negative	-0.25	n
tax lien	positive	0.375	n
tax lien	negative	-0.125	n
cost ledger	positive	0.25	n
cost ledger	negative	-0.25	n
debit entry	negative	-0.25	n
debit	negative	-0.25	n
review	positive	0.125	n
limited review	positive	0.125	n
analytical review	positive	0.125	n
paysheet	positive	0.125	n
payroll	positive	0.125	n
mess of pottage	positive	0.375	n
premium	negative	-0.375	n
escrow funds	positive	0.25	n
bermuda plan	positive	0.125	n
premium bond	negative	-0.375	n
zero coupon security	negative	-0.25	n
zero-coupon security	negative	-0.25	n
partnership certificate	positive	0.25	n
proprietorship certificate	positive	0.375	n
letter security	negative	-0.5	n
investment letter	negative	-0.375	n
letter stock	negative	-0.625	n
letter bond	negative	-0.625	n
unlisted stock	negative	-0.125	n
over the counter stock	negative	-0.125	n
otc stock	negative	-0.125	n
detrition	negative	-0.125	n
corrasion	negative	-0.125	n
attrition	negative	-0.125	n
abrasion	negative	-0.125	n
absorption	negative	-0.375	n
adiabatic process	negative	-0.375	n
agenesis	negative	-0.125	n
agenesia	negative	-0.125	n
senescence	positive	0.25	n
aging	positive	0.25	n
ageing	positive	0.25	n
aldol reaction	negative	-0.125	n
amitosis	positive	0.25	n
amitosis	negative	-0.25	n
anovulation	negative	-0.625	n
asexual reproduction	negative	-0.375	n
agamogenesis	negative	-0.375	n
assibilation	positive	0.125	n
asynchronous operation	negative	-0.375	n
attack	negative	-0.125	n
off-line operation	negative	-0.25	n
auxiliary operation	negative	-0.25	n
backgrounding	negative	-0.5	n
background processing	negative	-0.5	n
backup	negative	-0.5	n
bacteriolysis	negative	-0.25	n
bacteriostasis	positive	0.125	n
blazing	positive	0.375	n
blaze	positive	0.375	n
movement	negative	-0.125	n
bowel movement	negative	-0.125	n
bm	negative	-0.125	n
calving	positive	0.25	n
carbonization	negative	-0.375	n
carbonisation	negative	-0.375	n
catabiosis	negative	-0.5	n
kenogenesis	negative	-0.375	n
kainogenesis	negative	-0.375	n
cenogenesis	negative	-0.375	n
cainogenesis	negative	-0.375	n
caenogenesis	negative	-0.375	n
chemosorption	negative	-0.25	n
chemisorption	negative	-0.25	n
chromatography	positive	0.125	n
cleavage	negative	-0.125	n
compensation	positive	0.375	n
compensation	negative	-0.375	n
recuperation	negative	-0.5	n
recovery	negative	-0.5	n
convalescence	negative	-0.5	n
conversion	negative	-0.125	n
cytolysis	negative	-0.375	n
deaminization	positive	0.125	n
deamination	positive	0.125	n
decay	negative	-0.375	n
deepening	positive	0.125	n
shitting	negative	-0.125	n
laxation	negative	-0.125	n
defecation	negative	-0.125	n
devolution	positive	0.5	n
devolution	negative	-0.125	n
degeneration	positive	0.5	n
degeneration	negative	-0.125	n
denial	negative	-0.375	n
deossification	negative	-0.125	n
worsening	negative	-0.125	n
deterioration	negative	-0.125	n
decline in quality	negative	-0.125	n
declension	negative	-0.125	n
detumescence	negative	-0.125	n
dissimilation	negative	-0.125	n
electronic data processing	negative	-0.375	n
edp	negative	-0.375	n
urinary incontinence	negative	-0.75	n
enuresis	negative	-0.75	n
eutrophication	positive	0.125	n
eutrophication	negative	-0.375	n
solidifying	negative	-0.125	n
solidification	negative	-0.125	n
set	negative	-0.125	n
hardening	negative	-0.125	n
curing	negative	-0.125	n
hemimetamorphosis	positive	0.25	n
hemimetamorphosis	negative	-0.375	n
hemimetaboly	positive	0.25	n
hemimetaboly	negative	-0.375	n
hemimetabolism	positive	0.25	n
hemimetabolism	negative	-0.375	n
heterometaboly	positive	0.5	n
heterometabolism	positive	0.5	n
holometaboly	positive	0.5	n
holometabolism	positive	0.5	n
polyhidrosis	negative	-0.5	n
hyperidrosis	negative	-0.5	n
hyperhidrosis	negative	-0.5	n
hypersecretion	negative	-0.5	n
idealization	positive	0.5	n
idealisation	positive	0.5	n
incontinency	negative	-0.125	n
incontinence	negative	-0.125	n
indweller	positive	0.25	n
infection	positive	0.125	n
irreversible process	positive	0.125	n
irreversible process	negative	-0.125	n
lysis	positive	0.625	n
lysis	negative	-0.125	n
nuclear meltdown	negative	-0.25	n
meltdown	negative	-0.25	n
metamorphosis	positive	0.25	n
metamorphosis	negative	-0.125	n
metabolism	positive	0.25	n
metabolism	negative	-0.125	n
ore processing	positive	0.25	n
ore dressing	positive	0.25	n
mineral processing	positive	0.25	n
mineral extraction	positive	0.25	n
mineral dressing	positive	0.25	n
beneficiation	positive	0.25	n
natural process	negative	-0.125	n
natural action	negative	-0.125	n
activity	negative	-0.125	n
action	negative	-0.125	n
necrolysis	negative	-0.125	n
nondevelopment	negative	-0.25	n
oliguria	negative	-0.125	n
osteolysis	negative	-0.625	n
overactivity	negative	-0.125	n
overcompensation	negative	-0.25	n
overflow incontinence	negative	-0.25	n
overheating	negative	-0.5	n
parthenocarpy	negative	-0.375	n
virgin birth	positive	0.125	n
virgin birth	negative	-0.125	n
parthenogeny	positive	0.125	n
parthenogeny	negative	-0.125	n
parthenogenesis	positive	0.125	n
parthenogenesis	negative	-0.125	n
pathogenesis	positive	0.375	n
pissing	negative	-0.125	n
piss	negative	-0.125	n
peeing	negative	-0.125	n
pee	negative	-0.125	n
irruption	negative	-0.125	n
precocious dentition	negative	-0.25	n
premature ejaculation	positive	0.25	n
preservation	negative	-0.125	n
processing	positive	0.25	n
psychogenesis	positive	0.375	n
psychogenesis	positive	0.375	n
psychomotor development	positive	0.125	n
ptyalism	negative	-0.125	n
pullulation	negative	-0.125	n
pyrochemistry	positive	0.125	n
pyrochemical process	positive	0.125	n
quickening	positive	0.25	n
radiolysis	negative	-0.125	n
rally	positive	0.25	n
rally	negative	-0.5	n
rationalization	positive	0.125	n
rationalisation	positive	0.125	n
read method of childbirth	negative	-0.125	n
read method	negative	-0.125	n
regulation	negative	-0.125	n
ripening	positive	0.125	n
ripening	negative	-0.125	n
aging	positive	0.125	n
aging	negative	-0.125	n
ageing	positive	0.125	n
ageing	negative	-0.125	n
salivation	negative	-0.125	n
shit	negative	-0.125	n
dump	negative	-0.125	n
sinking spell	positive	0.5	n
slippage	positive	0.375	n
slippage	negative	-0.125	n
slump	positive	0.375	n
slump	negative	-0.125	n
slack	positive	0.375	n
slack	negative	-0.125	n
falloff	positive	0.375	n
falloff	negative	-0.125	n
falling off	positive	0.375	n
falling off	negative	-0.125	n
drop-off	positive	0.375	n
drop-off	negative	-0.125	n
stiffening	negative	-0.125	n
rigidifying	negative	-0.125	n
rigidification	negative	-0.125	n
teething	negative	-0.25	n
odontiasis	negative	-0.25	n
dentition	negative	-0.25	n
ultracentrifugation	positive	0.5	n
underdevelopment	negative	-0.5	n
variation	negative	-0.375	n
vicious cycle	negative	-0.375	n
vicious circle	negative	-0.375	n
zymosis	positive	0.25	n
indefinite quantity	negative	-0.25	n
relative quantity	negative	-0.375	n
marginal utility	positive	0.125	n
fill	negative	-0.375	n
acid value	positive	0.125	n
toxicity	negative	-0.25	n
modulus of rigidity	negative	-0.125	n
complement	negative	-0.125	n
prime number	negative	-0.25	n
composite number	negative	-0.625	n
lead	positive	0.125	n
match	positive	0.125	n
compound number	negative	-0.125	n
cord	negative	-0.125	n
force unit	negative	-0.25	n
pain unit	negative	-0.25	n
illumination unit	negative	-0.125	n
luminance unit	positive	0.125	n
luminance unit	negative	-0.25	n
luminous intensity unit	negative	-0.125	n
candlepower unit	negative	-0.125	n
international candle	negative	-0.125	n
megohm	negative	-0.125	n
peak	positive	0.25	n
peak	negative	-0.25	n
extremum	positive	0.25	n
extremum	negative	-0.25	n
yemeni fils	positive	0.25	n
fils	positive	0.25	n
dol	negative	-0.25	n
troy weight	negative	-0.125	n
troy	negative	-0.125	n
frail	positive	0.125	n
kiloton	negative	-0.125	n
megaton	negative	-0.125	n
whole number	positive	0.125	n
whole number	negative	-0.125	n
integer	positive	0.125	n
integer	negative	-0.125	n
complex conjugate	positive	0.125	n
transcendental number	negative	-0.125	n
denominator	positive	0.125	n
aliquot part	positive	0.125	n
aliquot part	negative	-0.125	n
aliquot	positive	0.125	n
aliquot	negative	-0.125	n
aliquant part	negative	-0.625	n
aliquant	negative	-0.625	n
highest common factor	negative	-0.375	n
greatest common factor	negative	-0.375	n
greatest common divisor	negative	-0.375	n
modulus	positive	0.125	n
modulus	negative	-0.125	n
decimal fraction	positive	0.25	n
decimal	positive	0.25	n
zippo	positive	0.25	n
zippo	negative	-0.25	n
zip	positive	0.25	n
zip	negative	-0.25	n
zilch	positive	0.25	n
zilch	negative	-0.25	n
zero	positive	0.25	n
zero	negative	-0.25	n
null	positive	0.25	n
null	negative	-0.25	n
nothing	positive	0.25	n
nothing	negative	-0.25	n
nix	positive	0.25	n
nix	negative	-0.25	n
nil	positive	0.25	n
nil	negative	-0.25	n
naught	positive	0.25	n
naught	negative	-0.25	n
nada	positive	0.25	n
nada	negative	-0.25	n
goose egg	positive	0.25	n
goose egg	negative	-0.25	n
cypher	positive	0.25	n
cypher	negative	-0.25	n
cipher	positive	0.25	n
cipher	negative	-0.25	n
aught	positive	0.25	n
aught	negative	-0.25	n
nihil	negative	-0.125	n
sweet fanny adams	negative	-0.125	n
fuck all	negative	-0.125	n
fanny adams	negative	-0.125	n
bugger all	negative	-0.125	n
snake eyes	positive	0.25	n
craps	positive	0.25	n
large integer	positive	0.125	n
boxcars	negative	-0.125	n
aleph-zero	negative	-0.125	n
aleph-null	negative	-0.125	n
aleph-nought	negative	-0.125	n
accretion	positive	0.125	n
breakage	negative	-0.25	n
large indefinite quantity	positive	0.125	n
large indefinite quantity	negative	-0.625	n
large indefinite amount	positive	0.125	n
large indefinite amount	negative	-0.625	n
limitation	negative	-0.25	n
limit	negative	-0.25	n
cutoff	negative	-0.375	n
region	negative	-0.125	n
neighborhood	negative	-0.125	n
small indefinite quantity	positive	0.125	n
small indefinite quantity	negative	-0.625	n
small indefinite amount	positive	0.125	n
small indefinite amount	negative	-0.625	n
spot	negative	-0.125	n
bit	negative	-0.125	n
modicum	negative	-0.25	n
shoestring	negative	-0.25	n
shoe string	negative	-0.25	n
little	negative	-0.25	n
tad	negative	-0.125	n
shade	negative	-0.125	n
minimum	negative	-0.125	n
lower limit	negative	-0.125	n
spoilage	negative	-0.375	n
ullage	negative	-0.25	n
top-up	negative	-0.125	n
cupful	positive	0.125	n
cup	positive	0.125	n
dustpanful	positive	0.125	n
dustpan	positive	0.125	n
flaskful	positive	0.125	n
flask	positive	0.125	n
lapful	negative	-0.125	n
mugful	negative	-0.25	n
mug	negative	-0.25	n
split	negative	-0.125	n
smattering	negative	-0.125	n
handful	negative	-0.125	n
couple	negative	-0.25	n
load	negative	-0.25	n
dreg	negative	-0.25	n
squat	positive	0.125	n
squat	negative	-0.125	n
shit	positive	0.125	n
shit	negative	-0.125	n
