term	valence	score
revolutionize	positive	0.8
revolutionized	positive	0.8
revolutionizes	positive	0.8
revolver	positive	-0.4
revulsion	positive	-0.5
revulsive	negative	-1
reward	positive	0.75
rewarded	positive	0.5
rewarding	positive	0.5
rewardingly	positive	1
rewards	positive	0.5
rewrite	positive	-0.25
rhapsodize	negative	-1
rhetoric	positive	-0.25
rhetorical	negative	-1
rheumatism	negative	-1
rheumatoid	negative	-1
ricer	negative	-1
rich	positive	0.5
richer	positive	0.5
richly	positive	0.5
richness	positive	0.5
rickety	negative	-1
ricochet	positive	-0.25
ricocheting	positive	-0.25
ridicule	positive	-0.5
ridicules	negative	-1
ridiculous	positive	-0.75
ridiculously	positive	-0.8
rife	positive	-0.5
rifle	positive	-0.4
rift	positive	-0.5
rifts	positive	-0.8
right	positive	0.8
righten	positive	1
righteous	positive	0.5
righteously	positive	0.6
righteousness	positive	0.6
rightful	positive	0.75
rightfully	positive	1
rightly	positive	0.5
rightness	positive	1
rigid	positive	-0.75
rigidity	positive	-0.25
rigidness	positive	-0.25
rigor	positive	-0.25
rigorous	positive	0.1
rigorously	positive	0.25
rigors	positive	-0.25
rile	positive	-0.6
riled	positive	-0.6
riot	positive	-0.5
riotous	positive	-0.25
riots	positive	-0.5
rip	positive	-0.25
rip off	negative	-1
ripe	positive	0.5
ripen	positive	0.8
ripoff	positive	-0.25
ripped	positive	-0.25
rips	positive	-0.6
riptide	positive	-0.25
risk	positive	-0.75
risk free	positive	1
riskfree	positive	0.8
risking	positive	-0.8
risks	positive	-0.25
risky	positive	-0.5
rival	positive	-0.25
rivalry	positive	-0.5
riveting	positive	1
roadblocks	positive	-0.25
robbed	negative	-1
robber	positive	-0.5
robbery	negative	-1
robotic	positive	-0.25
robs	negative	-1
robust	positive	0.75
rock star	positive	1
rock stars	positive	1
rockets	positive	-0.25
rockstar	positive	0.6
rockstars	positive	0.6
rocky	negative	-1
rogue	positive	-0.5
rollercoaster	negative	-1
rollicking	positive	0.6
romance	positive	0.5
romantic	positive	0.5
romantically	positive	0.8
romanticize	positive	-0.25
romp	positive	0.8
roomier	positive	0.8
roomy	positive	0.8
roped	positive	-0.4
rosy	positive	0.5
rot	positive	-0.5
rotted	negative	-1
rotten	positive	-0.5
rotting	negative	-1
rough	positive	-0.25
roughness	positive	-0.25
rout	positive	-0.4
royalty	positive	0.6
rremediable	negative	-1
rubbish	positive	-0.75
rubble	positive	-0.6
rube	positive	-0.25
rude	positive	-0.5
rudeness	negative	-1
rue	positive	-0.5
rueful	negative	-1
ruefully	negative	-1
ruffian	positive	-0.8
ruffle	negative	-1
ruin	positive	-0.75
ruined	positive	-0.75
ruining	positive	-0.75
ruinous	positive	-0.5
ruinously	negative	-1
ruins	positive	-0.5
rumbling	positive	-0.25
rumor	positive	-0.25
rumors	positive	-0.6
rumours	negative	-1
rumple	negative	-1
run down	negative	-1
runaway	positive	-0.75
rundown	positive	-0.25
rupture	positive	-0.5
ruptured	positive	-0.6
rupturing	positive	-0.6
ruse	positive	-0.8
rust	positive	-0.25
rusts	positive	-0.25
rusty	positive	-0.25
rut	positive	-0.6
ruthless	positive	-0.75
ruthlessly	negative	-1
ruthlessness	negative	-1
ruts	positive	-0.6
saber	positive	-0.25
sabotage	positive	-0.75
saboteur	positive	-0.8
sack	positive	-0.25
sacrificed	positive	-0.4
sacrifices	positive	-0.4
sacrosanct	positive	0.6
sad	positive	-0.5
sadden	positive	-0.5
saddened	positive	-0.5
saddest	negative	-1
sadist	negative	-1
sadistic	negative	-1
sadly	negative	-1
sadness	positive	-0.5
safe	positive	0.75
safecracker	positive	-0.25
safeguard	positive	0.6
safely	positive	0.5
safest	positive	1
safety	positive	0.8
sag	positive	-0.5
sagacity	positive	0.6
sage	positive	0.6
sagely	positive	1
sagged	positive	-0.6
sagging	positive	-0.6
saggy	positive	-0.5
sags	positive	-0.6
saint	positive	0.5
saintliness	positive	1
saintly	positive	0.5
salacious	positive	-0.25
salary	positive	0.6
salient	positive	0.5
saliva	positive	-0.4
salon	positive	0.4
salutary	positive	0.5
salute	positive	0.25
salvation	positive	1
salve	positive	0.6
sameness	positive	-0.25
sanctify	positive	0.6
sanctimonious	positive	-0.25
sanction	positive	-0.25
sanctioning	positive	-0.25
sanctuary	positive	1
sane	positive	0.6
sanguine	positive	0.6
sanitary	positive	0.6
sap	negative	-1
sarcasm	positive	-0.5
sarcastic	positive	-0.5
sarcastically	positive	-0.6
sardonic	positive	-0.5
sardonically	negative	-1
sass	negative	-1
satanic	negative	-1
satirical	positive	-0.25
satirize	positive	-0.25
satisfactorily	positive	0.5
satisfactory	positive	0.8
satisfied	positive	1
satisfies	positive	0.5
satisfy	positive	1
satisfying	positive	1
satisified	positive	1
savage	positive	-0.5
savaged	negative	-1
savagery	positive	-0.75
savages	negative	-1
save	positive	0.5
saved	positive	0.8
saver	positive	0.8
saves	positive	0.8
saving	positive	0.8
savings	positive	0.5
savior	positive	1
savor	positive	0.5
savoring	positive	0.8
savory	positive	0.5
savvy	positive	0.5
scab	negative	-1
scabs	negative	-1
scalded	negative	-1
scalpel	positive	-0.25
scaly	positive	-0.5
scam	positive	-0.5
scams	positive	-0.5
scandal	negative	-1
scandalize	negative	-1
scandalized	negative	-1
scandalous	positive	-0.75
scandalously	negative	-1
scandals	negative	-1
scandel	negative	-1
scandels	negative	-1
scant	positive	-0.25
scanty	positive	-0.8
scapegoat	negative	-1
scapegoats	positive	-0.8
scar	positive	-0.5
scarce	positive	-0.5
scarcely	positive	-0.5
scarcity	positive	-0.5
scare	positive	-0.75
scared	positive	-0.5
scarier	positive	-0.5
scariest	negative	-1
scarily	negative	-1
scarred	negative	-1
scars	negative	-1
scary	positive	-0.5
scathing	negative	-1
scathingly	negative	-1
scavenged	positive	-0.4
scavenger	positive	-0.5
scenic	positive	0.8
sceptical	negative	-1
scheme	positive	-0.1
schism	positive	-0.6
schizophrenia	positive	-0.8
scholar	positive	0.6
scholars	positive	0.6
scholarship	positive	0.8
scientific	positive	0.4
scientist	positive	0.4
scoff	positive	-0.5
scoffed	negative	-1
scoffingly	negative	-1
scold	positive	-0.75
scolded	negative	-1
scolding	positive	-0.75
scoldingly	negative	-1
scorching	positive	-0.5
scorchingly	positive	-0.8
scorn	positive	-0.75
scornful	positive	-0.5
scornfully	negative	-1
scorpion	positive	-0.25
scoundrel	positive	-0.5
scourge	positive	-0.5
scowl	negative	-1
scowled	negative	-1
scowling	negative	-1
scowls	negative	-1
scraggly	positive	-0.8
scramble	positive	-0.25
scrambled	positive	-0.25
scrambles	positive	-0.25
scrambling	positive	-0.25
scrap	positive	-0.6
scrape	positive	-0.25
scraped	positive	-0.6
scrapes	positive	-0.6
scraping	positive	-0.6
scrappy	positive	-0.25
scratch	positive	-0.6
scratched	positive	-0.6
scratches	positive	-0.6
scratchy	positive	-0.5
scream	negative	-1
screamed	positive	-0.6
screaming	positive	-0.5
screams	positive	-0.6
screech	positive	-0.5
screw that	negative	-1
screw this	negative	-1
screw up	negative	-1
screw you	negative	-1
screwball	positive	-0.8
screwed	positive	-0.75
screwed up	negative	-1
screwedup	positive	-0.25
screwup	positive	-0.25
screwy	positive	-0.25
scrumptious	positive	1
scrutinize	positive	-0.6
scrutiny	positive	-0.6
scuff	positive	-0.25
scuffs	positive	-0.25
sculpted	positive	0.4
sculpture	positive	0.4
scum	positive	-0.5
scumbag	negative	-1
scummy	negative	-1
scuttled	positive	-0.6
scuttling	positive	-0.6
seamless	positive	0.6
sear	positive	-0.4
seared	positive	-0.4
seasonal	positive	0.4
seasoned	positive	0.25
secession	positive	-0.25
secluded	positive	-0.4
second class	negative	-1
second tier	negative	-1
secondclass	positive	-0.25
secondhand	positive	-0.6
secondtier	positive	-0.25
secretion	positive	-0.6
secretive	positive	-0.5
sect	positive	-0.25
sects	positive	-0.25
secure	positive	0.5
secured	positive	0.8
securely	positive	0.8
secures	positive	0.8
sedative	positive	-0.6
sedentary	positive	-0.6
sedition	positive	-0.5
seditious	negative	-1
seduce	positive	-0.25
seduced	positive	-0.25
seduction	positive	-0.25
seedy	positive	-0.8
seems like	negative	0
seeped	positive	-0.25
seethe	positive	-0.5
seething	positive	-0.6
segregate	positive	-0.6
segregated	positive	-0.6
seismic	positive	-0.4
seize	positive	-0.5
seized	positive	-0.6
seizure	positive	-0.6
selective	positive	0.4
self coup	negative	-1
self criticism	negative	-1
self defeating	negative	-1
self destructive	negative	-1
self determination	positive	1
self humiliation	negative	-1
self interest	negative	-1
self interested	negative	-1
self respect	positive	1
self satisfaction	positive	1
self serving	negative	-1
self sufficiency	positive	1
self sufficient	positive	1
selfcriticism	positive	-0.25
selfdefeating	positive	-0.25
selfdestructive	positive	-0.25
selfhumiliation	positive	-0.25
selfinterest	positive	-0.25
selfinterested	positive	-0.25
selfish	negative	-1
selfishly	positive	-0.5
selfishness	negative	-1
selfless	positive	0.25
selfrespect	positive	1
selfsatisfaction	positive	1
selfserving	positive	-0.25
selfsufficiency	positive	1
selfsufficient	positive	1
semblance	positive	-0.25
semi retarded	negative	-1
senile	positive	-0.5
seniority	positive	0.1
sensation	positive	0.6
sensational	positive	0.5
sensationalistic	positive	0.6
sensationalize	positive	-0.25
sensationally	positive	0.6
sensations	positive	0.5
senseless	positive	-0.5
senselessly	negative	-1
sensibility	positive	0.8
sensible	positive	0.8
sensibly	positive	0.5
sensitive	positive	0.25
sensual	positive	0.8
sensuality	positive	0.8
sensuous	positive	0.8
sentenced	positive	-0.25
sentencing	positive	-0.25
sentimental	positive	0.4
sentimentality	positive	0.4
separation	positive	-0.4
separatist	positive	-0.4
sepsis	positive	-0.25
septic	positive	-0.4
sequesters	positive	-0.25
sequestration	positive	-0.25
serenading	positive	0.6
serene	positive	1
serenity	positive	0.5
seriousness	positive	-0.25
sermon	positive	0.1
sermonize	positive	-0.25
serpent	positive	-0.25
serrated	positive	-0.4
serum	positive	-0.4
servile	positive	-0.6
servitude	positive	-0.75
set up	negative	-1
setback	positive	-0.5
setbacks	positive	-0.8
sever	positive	-0.5
severity	positive	-0.6
sewage	positive	-0.6
sex	positive	0.1
sexist	negative	-1
sexually	positive	0.25
sexy	positive	0.75
shabbiest	negative	-1
shabby	positive	-0.5
shackle	positive	-0.6
shadowy	negative	-1
shady	positive	-0.5
shake	negative	-1
shaky	negative	-1
shallow	negative	-1
sham	positive	-0.5
shambles	positive	-0.75
shambling	negative	-1
shame	positive	-0.75
shamed	positive	-0.8
shameful	negative	-1
shamefully	negative	-1
shamefulness	negative	-1
shameless	positive	-0.5
shamelessly	positive	-0.4
shamelessness	positive	-0.4
shapely	positive	0.8
shards	positive	-0.25
share	positive	0.5
shared	positive	0.8
shares	positive	0.1
shark	negative	-1
sharks	positive	-0.4
sharp	positive	1
sharper	positive	1
sharpest	positive	1
sharply	positive	-0.25
shat	positive	-0.6
shatter	positive	-0.5
shattered	positive	-0.5
shattering	positive	-0.8
she's like	negative	0
shelter	positive	0.4
shemale	negative	-1
shepherd	positive	0.25
shiftless	positive	-0.6
shimmer	positive	0.25
shimmering	positive	0.6
shimmeringly	positive	0.6
shimmy	negative	-1
shine	positive	0.5
shinier	positive	0.6
shining	positive	0.6
shiny	positive	0.6
shipwreck	positive	-0.5
shirk	negative	-1
shirker	negative	-1
shit	positive	-0.75
shitbag	negative	-1
shitbags	negative	-1
shithead	negative	-1
shithole	negative	-1
shitless	negative	-1
shitload	positive	-0.8
shitting	positive	-0.8
shitty	positive	-0.75
shiver	positive	-0.5
shivers	positive	-0.6
shock	positive	-0.75
shocked	positive	-0.5
shocking	positive	-0.75
shockingly	positive	-0.4
shocks	positive	-0.4
shoddy	positive	-0.5
shoot	positive	-0.5
shooting	positive	-0.6
shoplifting	positive	-0.8
shopping	positive	0.4
short lived	negative	-1
shortage	positive	-0.75
shortages	negative	-1
shortchange	positive	-0.25
shortcoming	positive	-0.5
shortcomings	negative	-1
shortlived	positive	-0.25
shortness	negative	-1
shortsighted	negative	-1
shortsightedness	negative	-1
shot	positive	-0.4
shotgun	positive	-0.4
shotgunned	positive	-0.4
should have	positive	-1.05
shove	positive	-0.5
shoving	positive	-0.6
showdown	positive	-0.4
showy	positive	-0.25
shrew	positive	-0.75
shrewd	positive	-0.4
shriek	positive	-0.5
shrill	positive	-0.75
shrilly	positive	-0.8
shrivel	positive	-0.6
shroud	positive	-0.4
shrouded	positive	-0.4
shrug	positive	-0.25
shrunk	positive	-0.5
shudder	positive	-0.5
shuddering	negative	-1
shun	positive	-0.5
shunned	negative	-1
shut down	negative	-1
shuttering	positive	-0.6
shy	positive	-0.4
shyest	positive	-0.4
sick	positive	-0.75
sicken	positive	-0.8
sickened	positive	-0.8
sickening	positive	-0.75
sickeningly	negative	-1
sickly	positive	-0.5
sickness	positive	-0.75
sidearm	positive	-0.25
sidelong	positive	-0.25
sidetrack	positive	-0.6
sidetracked	positive	-0.6
siege	positive	-0.6
sigh	positive	-0.4
significance	positive	0.5
silencing	positive	-0.5
silent	positive	1
silk	positive	0.6
sillily	negative	-1
silliness	positive	0.4
silly	positive	-0.25
silty	positive	-0.25
simpler	positive	0.4
simplest	positive	0.4
simplified	positive	0.4
simplifies	positive	0.4
simplify	positive	0.25
simplifying	positive	0.4
simplistic	positive	0.4
simplistically	positive	0.4
sin	positive	-0.75
sincere	positive	0.75
sincerely	positive	0.5
sincerest	positive	1
sincerity	positive	1
sinful	positive	-0.75
sinfully	negative	-1
sing	positive	0.6
sinister	positive	-0.75
sinisterly	negative	-1
sink	positive	-0.25
sinkholes	positive	-0.6
sinking	positive	-0.25
sinner	positive	-0.5
sinning	negative	-1
sir	positive	0.25
siren	positive	-0.25
sissy	positive	-0.4
sisterhood	positive	0.5
sizable	positive	0.25
skeletons	positive	-0.1
skeptic	positive	-0.5
skeptical	positive	-0.75
skeptically	positive	-0.8
skepticism	positive	-0.25
skeptics	positive	-0.6
sketchy	positive	-0.75
skewed	positive	-0.8
skid	positive	-0.6
skidded	positive	-0.25
skidding	positive	-0.25
skill	positive	0.8
skilled	positive	0.5
skillful	positive	0.5
skillfully	positive	1
skimpy	positive	-0.6
skinny	negative	-1
skirmish	positive	-0.8
skittish	positive	-0.8
skittishly	positive	-0.8
skulk	negative	-1
skulked	negative	-1
skulking	negative	-1
skulls	positive	-0.4
skyrocketed	positive	0.4
slabbed	positive	-0.25
slack	negative	-1
slam	positive	-0.75
slammin	positive	1
slamming	positive	-0.4
slander	positive	-0.5
slanderer	negative	-1
slanderous	positive	-0.5
slanderously	negative	-1
slanders	negative	-1
slap	positive	-0.5
slash	positive	-0.4
slashed	positive	-0.5
slashes	positive	-0.4
slashing	positive	-0.5
slaughter	positive	-0.75
slaughtered	negative	-1
slaughterhouse	positive	-0.8
slaughtering	negative	-1
slave	positive	-0.75
slavery	positive	-0.75
slaves	negative	-1
slay	positive	-0.8
slayer	positive	-0.8
sleazebag	negative	-1
sleazy	positive	-0.5
sleek	positive	0.5
sleepless	negative	-1
sleeplessness	negative	-1
sleet	positive	-0.6
slender	positive	0.6
slick	positive	0.25
slim	positive	0.6
slime	positive	-0.6
slimebag	negative	-1
slimy	positive	-0.8
slink	positive	-0.4
slip	positive	-0.25
slithered	positive	-0.6
slog	positive	-0.4
slogged	positive	-0.4
slogging	positive	-0.4
slogs	positive	-0.5
sloooooooooooooow	negative	-1
sloooow	negative	-1
slooow	negative	-1
sloow	negative	-1
slop	positive	-0.8
sloppily	negative	-1
sloppiness	negative	-1
sloppy	positive	-0.5
sloshes	positive	-0.25
sloth	positive	-0.5
slothful	positive	-0.8
slouch	positive	-0.6
slouching	positive	-0.6
slow	positive	-0.25
slow moving	negative	-1
slowed	positive	-0.25
slower	positive	-0.25
slowest	positive	-0.25
slowly	positive	-0.25
slowmoving	positive	-0.25
slowness	positive	-0.25
sloww	negative	-1
slowww	negative	-1
slowwww	negative	-1
sludge	positive	-0.5
slug	positive	-0.75
sluggish	positive	-0.75
slum	negative	-1
slump	positive	-0.5
slumping	positive	-0.8
slumpping	positive	-0.6
slunk	positive	-0.6
slur	positive	-0.5
slurps	positive	-0.25
slush	positive	-0.4
slut	negative	-1
sluts	positive	-0.75
slutty	negative	-1
sly	positive	-0.5
smack	positive	-0.5
smacking	positive	-0.6
smallish	positive	-0.25
smart	positive	0.5
smarter	positive	0.5
smartest	positive	0.5
smartly	positive	0.8
smash	positive	-0.75
smashed	positive	-0.6
smattering	positive	-0.25
smear	positive	-0.5
smell	positive	-0.25
smelled	positive	-0.25
smelling	positive	-0.25
smells	positive	-0.25
smelly	negative	-1
smelt	negative	-1
smile	positive	0.75
smiled	positive	0.8
smiles	positive	0.5
smiling	positive	0.75
smilingly	positive	0.8
smirk	positive	-0.4
smirking	positive	-0.4
smite	positive	-0.8
smithereens	positive	-0.25
smitten	positive	0.75
smog	positive	-0.8
smoke	positive	-0.25
smoker	positive	-0.25
smokescreen	positive	-0.25
smolder	positive	-0.25
smoldering	positive	-0.25
smolders	positive	-0.25
smooth	positive	0.6
smoother	positive	0.6
smoothes	positive	0.6
smoothest	positive	0.6
smoothly	positive	0.6
smoothness	positive	0.6
smother	positive	-0.5
smothering	positive	-0.25
smoulder	negative	-1
smouldering	negative	-1
smudge	positive	-0.75
smudged	positive	-0.5
smudges	positive	-0.6
smudging	positive	-0.6
smug	positive	-0.75
smuggle	positive	-0.8
smuggler	positive	-0.8
smuggling	positive	-0.8
smugly	negative	-1
smut	positive	-0.5
smuttier	negative	-1
smuttiest	negative	-1
smutty	negative	-1
snack	positive	0.4
snacks	positive	0.4
snag	positive	-0.5
snagged	positive	-0.25
snagging	positive	-0.25
snags	positive	-0.5
snake	positive	-0.25
snakebite	negative	-1
snappish	negative	-1
snappishly	negative	-1
snappy	positive	1
snare	positive	-0.5
snarky	positive	-0.6
snarl	positive	-0.75
snarled	negative	-1
snarling	positive	-0.5
snatched	positive	-0.8
snazzy	positive	0.8
sneak	positive	-0.5
sneakily	positive	-0.4
sneaking	positive	-0.5
sneaks	positive	-0.4
sneaky	positive	-0.5
sneer	positive	-0.75
sneering	negative	-1
sneeringly	negative	-1
snicker	positive	-0.8
snide	negative	-1
sniffle	positive	-0.6
snitch	negative	-1
snob	positive	-0.5
snobbish	positive	-0.5
snobby	negative	-1
snobish	negative	-1
snobs	negative	-1
snooty	negative	-1
snores	positive	-0.1
snub	positive	-0.5
snubbed	negative	-1
snubbing	negative	-1
snubs	negative	-1
snuggled	positive	0.8
so cal	negative	-1
soapy	negative	-1
sob	positive	-0.5
sobbed	negative	-1
sobbing	negative	-1
sober	negative	-1
sobering	positive	-0.25
sobs	positive	-0.8
sociable	positive	0.5
socialist	positive	-0.25
sociopath	negative	-1
soft	positive	0.6
softened	positive	0.6
softens	positive	0.6
softer	positive	0.6
softhearted	positive	0.8
soggy	positive	-0.25
soiled	positive	-0.8
solace	positive	0.5
solemn	positive	-0.25
soliciting	positive	-0.6
solicitous	positive	0.5
solicitously	positive	-0.8
solicitude	positive	0.25
solid	positive	0.25
solidarity	positive	0.5
solidifying	positive	0.25
solution	positive	0.5
solutions	positive	0.5
solve	positive	0.8
solved	positive	0.8
solvency	positive	0.25
solves	positive	0.8
solving	positive	0.8
somber	positive	-0.25
sonar	positive	-0.25
sonofabitch	negative	-1
sonorous	positive	-0.25
soot	positive	-0.1
soothe	positive	0.25
soothed	positive	0.5
soothing	positive	0.75
soothingly	positive	1
sophisticated	positive	0.75
sorcery	positive	-0.25
sordid	positive	-0.6
sore	negative	-1
sorely	positive	-0.5
soreness	positive	-0.5
sorrow	negative	-1
sorrowful	positive	-0.75
sorrowfully	negative	-1
sorry	positive	-0.5
sorta like	negative	0
sortie	positive	-0.25
soulful	positive	1
soulless	positive	-0.5
soulmate	positive	0.25
soundly	positive	0.25
soundness	positive	0.5
sour	positive	-0.5
sourly	positive	-0.8
spa	positive	0.4
spacious	positive	0.5
spade	negative	-1
spank	positive	-0.5
spark	positive	0.1
sparking	positive	0.6
sparkle	positive	1
sparkles	positive	0.8
sparkling	positive	0.5
spasm	negative	-1
spat	positive	-0.5
spattering	positive	-0.6
spear	positive	-0.4
special	positive	0.8
specialize	positive	0.25
specifics	positive	0.25
specify	positive	0.25
spectacle	positive	0.4
spectacular	positive	0.8
spectacularly	positive	1
speculate	positive	-0.25
speculation	positive	-0.25
speech	positive	0.25
speedily	positive	0.4
speedy	positive	0.5
spellbind	positive	0.6
spellbinding	positive	0.5
spellbindingly	positive	0.6
spellbound	positive	0.5
spendy	negative	-1
spent	positive	-0.25
spew	positive	-0.6
spewed	positive	-0.6
spewing	positive	-0.6
spews	positive	-0.5
spilling	positive	-0.4
spindly	positive	-0.8
spineless	negative	-1
spinster	positive	-0.5
spirit	positive	0.5
spirited	positive	0.5
spiritless	positive	-0.5
spirits	positive	0.25
spiritual	positive	0.1
spite	positive	-0.5
spiteful	positive	-0.75
spitefully	negative	-1
spitefulness	negative	-1
splatter	positive	-0.6
splendid	positive	1
splendidly	positive	0.8
splendor	positive	0.5
splinter	positive	-0.5
splintering	positive	-0.8
split	positive	-0.5
splitting	positive	-0.5
spoil	positive	-0.5
spoilage	negative	-1
spoilages	negative	-1
spoiled	positive	-0.6
spoiler	positive	-0.8
spoilled	negative	-1
spoils	negative	-1
spongy	positive	-0.25
sponsor	positive	0.6
spontaneous	positive	0.5
spook	positive	-0.5
spookier	positive	-0.8
spookiest	positive	-0.8
spookily	positive	-0.8
spooky	positive	-0.5
spoon fed	negative	-1
spoon feed	negative	-1
spoonfed	positive	-0.25
spoonfeed	positive	-0.25
sporadic	positive	-0.5
spores	positive	-0.25
sporty	positive	0.6
spot on	positive	1
spotless	positive	0.5
spotty	positive	-0.6
spouse	positive	0.6
sprain	positive	-0.8
sprains	positive	-0.8
sprang	positive	-0.25
spree	positive	0.25
sprightly	positive	0.5
springy	positive	0.6
sprouting	positive	0.1
spry	positive	0.8
spurious	positive	-0.5
spurn	negative	-1
sputter	positive	-0.25
sputtering	positive	-0.25
squabble	negative	-1
squabbling	negative	-1
squall	negative	-1
squander	negative	-1
squash	negative	-1
squashed	positive	-0.6
squatter	positive	-0.6
squeak	negative	-1
squeaks	negative	-1
squeaky	positive	-0.25
squeal	positive	-0.25
squealing	positive	-0.25
squeals	positive	-0.25
squeamish	positive	-0.8
squelch	positive	-0.4
squelched	positive	-0.5
squint	positive	-0.4
squirm	positive	-0.75
squishy	positive	-0.25
stab	negative	-1
stabbed	positive	-0.5
stabbing	negative	-1
stability	positive	0.5
stabilize	positive	0.8
stable	positive	1
stabs	negative	-1
staccato	positive	-0.4
staggered	positive	-0.6
staggering	positive	-0.6
staggeringly	positive	-0.6
staggers	positive	-0.6
stagnant	positive	-0.5
stagnate	positive	-0.8
stagnation	positive	-0.8
staid	positive	-0.25
stain	positive	-0.5
stainless	positive	0.5
stains	positive	-0.8
stale	positive	-0.5
stalemate	positive	-0.25
stalk	positive	-0.8
stalked	positive	-0.8
stalker	negative	-1
stalkers	negative	-1
stalking	positive	-0.8
stall	positive	-0.5
stalled	positive	-0.4
stalling	positive	-0.4
stalls	positive	-0.4
stalwart	positive	0.8
stamina	positive	0.75
stammer	positive	-0.6
stammering	positive	-0.6
stampede	positive	-0.75
stanching	positive	-0.25
standoff	positive	-0.8
standout	positive	0.6
standstill	positive	-0.5
star	positive	0.6
staring	positive	-0.25
stark	positive	-0.5
starkly	positive	-0.4
starlight	positive	0.6
starry	positive	0.5
startle	positive	-0.5
startled	positive	-0.6
startling	positive	-0.25
startlingly	positive	-0.5
starvation	positive	-0.75
starve	positive	-0.5
starved	positive	-0.5
starves	positive	-0.8
starving	positive	-0.5
state of the art	positive	1
stately	positive	0.75
stateoftheart	positive	0.8
statewide	positive	-0.25
static	positive	-0.25
statuesque	positive	1
staunch	positive	0.5
staunchly	positive	1
staunchness	positive	1
steadfast	positive	0.75
steadfastly	positive	0.8
steadfastness	positive	1
steadiest	positive	0.6
steadiness	positive	0.6
steady	positive	0.6
steal	positive	-0.75
stealing	positive	-0.75
steals	positive	-0.5
stealth	positive	-0.25
stealthy	positive	-0.4
steep	positive	-0.25
steeply	negative	-1
stellar	positive	0.5
stellarly	positive	1
stench	negative	-1
stereotype	positive	-0.75
stereotyped	positive	-0.5
stereotypical	positive	-0.6
stereotypically	positive	-0.6
sterile	positive	-0.4
sterility	positive	-0.8
stern	positive	-0.75
sternly	positive	-0.6
stethoscope	positive	-0.25
stew	negative	-1
sticky	positive	-0.25
stiff	positive	-0.25
stiffen	positive	-0.6
stiffened	positive	-0.6
stiffness	positive	-0.25
stifle	positive	-0.5
stifled	positive	-0.75
stifling	positive	-0.5
stiflingly	negative	-1
stigma	positive	-0.5
stigmatize	negative	-1
stillbirths	negative	-1
stillborn	negative	-1
stimulate	positive	0.5
stimulated	positive	0.1
stimulates	positive	0.5
stimulating	positive	0.5
stimulative	positive	1
sting	positive	-0.5
stinging	positive	-0.5
stingingly	negative	-1
stingy	positive	-0.75
stink	positive	-0.5
stinking	positive	-0.5
stinks	positive	-0.8
stinky	positive	-0.8
stirringly	positive	1
stitches	positive	-0.6
stockpiled	positive	-0.25
stodgy	negative	-1
stole	positive	-0.8
stolen	positive	-0.75
stoned	positive	-0.6
stoner	positive	-0.25
stony	positive	-0.25
stooge	positive	-0.25
stooges	positive	-0.25
stop	positive	-0.4
stopped	positive	-0.4
stopping	positive	-0.4
stops	positive	-0.4
storm	positive	-0.25
stormed	positive	-0.25
stormy	positive	-0.5
storyteller	positive	0.4
straggle	positive	-0.5
straggler	positive	-0.8
straight	positive	0.6
straighten	positive	0.6
straightforward	positive	0.5
straightforwardness	positive	0.25
strain	positive	-0.6
strained	positive	-0.75
straining	positive	-0.5
stranded	negative	-1
strange	positive	-0.5
strangely	positive	-0.5
stranger	positive	-0.5
strangest	positive	-0.25
strangle	positive	-0.5
strangled	positive	-0.5
strangling	negative	-1
strategic	positive	0.6
strategist	positive	0.4
stray	positive	-0.5
straying	positive	-0.6
streaky	negative	-1
streamlined	positive	0.6
strength	positive	0.5
strengthen	positive	0.5
strengthened	positive	1
strengthening	positive	0.5
strengthens	positive	1
strenuous	positive	-0.6
stress	positive	-0.75
stresses	negative	-1
stressful	positive	-0.5
stressfully	negative	-1
strewed	positive	-0.4
stricken	positive	-0.5
strict	positive	-0.4
strictly	positive	-0.6
strident	positive	-0.25
stridently	positive	-0.25
strife	positive	-0.5
strike	positive	-0.75
striking	positive	0.5
strikingly	positive	0.5
stringent	positive	-0.6
stringently	positive	-0.6
striptease	positive	0.25
striving	positive	1
stroke	positive	-0.25
stroking	positive	0.25
strolled	positive	0.4
strong	positive	0.5
stronger	positive	0.5
strongest	positive	0.75
strongly	positive	0.6
strongly suggest	positive	-1.05
struck	positive	-0.5
struggle	positive	-0.75
struggled	positive	-0.5
struggles	positive	-0.5
struggling	positive	-0.5
strut	positive	-0.5
stubbly	positive	-0.4
stubborn	positive	-0.75
stubbornly	positive	-0.5
stubbornness	positive	-0.6
stuck	positive	-0.25
stud	positive	0.6
study	positive	0.25
stuffy	positive	-0.75
stumble	positive	-0.5
stumbled	positive	-0.6
stumbles	positive	-0.5
stump	negative	-1
stumped	positive	-0.8
stumps	negative	-1
stun	positive	-0.25
stung	negative	-1
stunned	positive	-0.25
stunning	positive	0.75
stunningly	positive	0.8
stunt	negative	-1
stunted	positive	-0.5
stupefied	positive	-0.6
stupefy	positive	-0.6
stupendous	positive	0.6
stupendously	positive	0.6
stupid	negative	-1
stupidest	positive	-0.5
stupidity	positive	-0.75
stupidly	positive	-0.75
stupified	negative	-1
stupify	negative	-1
stupor	positive	-0.75
sturdier	positive	0.8
sturdy	positive	0.5
stutter	positive	-0.6
stuttered	positive	-0.6
stuttering	positive	-0.5
stutters	positive	-0.6
sty	positive	-0.5
stylish	positive	0.8
stylishly	positive	0.8
